test_view,protocol,method,class_index,class_name,recall,predicted_fraction,auroc
native32@car,leave_one_view_out,vector,3,both_feet,0.3090507726269316,0.13255684969495285,0.7374327528411413
native32@cz,none,identity,0,left_fist,0.6164079822616408,0.310038824181919,0.7842680302811635
native32@cz,none,identity,1,right_fist,0.7149220489977728,0.3777038269550749,0.7860073098597573
native32@cz,none,identity,2,both_fists,0.19111111111111112,0.09428729894620078,0.7043114067504311
native32@cz,none,identity,3,both_feet,0.4260485651214128,0.21797004991680533,0.7166167933938353
native32@cz,view_specific,temperature,0,left_fist,0.6164079822616408,0.310038824181919,0.7770257416129837
native32@cz,view_specific,temperature,1,right_fist,0.7149220489977728,0.3777038269550749,0.7877969424916029
native32@cz,view_specific,temperature,2,both_fists,0.19111111111111112,0.09428729894620078,0.6985973556705264
native32@cz,view_specific,temperature,3,both_feet,0.4260485651214128,0.21797004991680533,0.7203499305044558
native32@cz,view_specific,bias,0,left_fist,0.42350332594235035,0.17581808097615087,0.76621150894134
native32@cz,view_specific,bias,1,right_fist,0.5924276169265034,0.25346644481419855,0.7922414161784106
native32@cz,view_specific,bias,2,both_fists,0.5911111111111111,0.3688297282307266,0.7038285291943829
native32@cz,view_specific,bias,3,both_feet,0.40176600441501104,0.201885745978924,0.7257967459733464
native32@cz,view_specific,vector,0,left_fist,0.42350332594235035,0.17914586799778148,0.7678433199071099
native32@cz,view_specific,vector,1,right_fist,0.5991091314031181,0.2628951747088186,0.7920094876847614
native32@cz,view_specific,vector,2,both_fists,0.5888888888888889,0.36772046589018303,0.7004812351153814
native32@cz,view_specific,vector,3,both_feet,0.37748344370860926,0.19023849140321686,0.7228959202027635
native32@cz,leave_one_view_out,temperature,0,left_fist,0.6164079822616408,0.310038824181919,0.7765993387475565
native32@cz,leave_one_view_out,temperature,1,right_fist,0.7149220489977728,0.3777038269550749,0.7878824764041543
native32@cz,leave_one_view_out,temperature,2,both_fists,0.19111111111111112,0.09428729894620078,0.6981604664531494
native32@cz,leave_one_view_out,temperature,3,both_feet,0.4260485651214128,0.21797004991680533,0.72024854876952
native32@cz,leave_one_view_out,bias,0,left_fist,0.3946784922394678,0.158624514697726,0.7649487004552671
