held_out_reference,source_view,montage,condition,batch_size,repeat,topology_bias,raw_candidate_bias,source_oracle_bias,target_reference_labels_used
c1,native16@C2,native16,skew_0.7_class_3,128,2,"[0.2769643830755466, 0.008692769408394113, -0.5167080876824979]","[0.30715679662343337, 0.1375215192176959, -0.4589703149184563]","[0.15136748108368084, 0.05923649196174666, -0.512112903628341]",False
c1,native16@C2,native16,skew_0.7_class_3,128,3,"[0.2769643830755466, 0.008692769408394113, -0.5167080876824979]","[0.3442016738102466, 0.05582111020534657, -0.40910543438967906]","[0.15136748108368084, 0.05923649196174666, -0.512112903628341]",False
c1,native16@C2,native16,skew_0.7_class_3,128,4,"[0.2769643830755466, 0.008692769408394113, -0.5167080876824979]","[0.3860902278347212, 0.03504972632003276, -0.49137158142082393]","[0.15136748108368084, 0.05923649196174666, -0.512112903628341]",False
c1,native16@C3,native16,random,32,0,"[0.723101196896452, -0.511606984583082, -0.8231209649820214]","[0.9371145229422714, -0.8087526731704939, -0.7422268812480013]","[0.789657433427771, -0.660708745345045, -0.7406415866864722]",False
c1,native16@C3,native16,random,32,1,"[0.723101196896452, -0.511606984583082, -0.8231209649820214]","[0.7292418763636721, -0.4892317378957741, -0.8108547003519215]","[0.789657433427771, -0.660708745345045, -0.7406415866864722]",False
c1,native16@C3,native16,random,32,2,"[0.723101196896452, -0.511606984583082, -0.8231209649820214]","[0.7728525437796192, -0.8157679279936252, -0.7691457050330445]","[0.789657433427771, -0.660708745345045, -0.7406415866864722]",False
c1,native16@C3,native16,random,32,3,"[0.723101196896452, -0.511606984583082, -0.8231209649820214]","[0.9493515671736643, -0.6812055040248695, -0.7943279039200505]","[0.789657433427771, -0.660708745345045, -0.7406415866864722]",False
c1,native16@C3,native16,random,32,4,"[0.723101196896452, -0.511606984583082, -0.8231209649820214]","[0.8588633984478908, -0.6190979206346107, -0.8052333173696289]","[0.789657433427771, -0.660708745345045, -0.7406415866864722]",False
c1,native16@C3,native16,balanced,128,0,"[0.723101196896452, -0.511606984583082, -0.8231209649820214]","[0.7013491078592599, -0.6310039716090993, -0.6792147062540276]","[0.789657433427771, -0.660708745345045, -0.7406415866864722]",False
c1,native16@C3,native16,balanced,128,1,"[0.723101196896452, -0.511606984583082, -0.8231209649820214]","[0.7105281334241712, -0.6788193337847781, -0.7069812889536975]","[0.789657433427771, -0.660708745345045, -0.7406415866864722]",False
c1,native16@C3,native16,balanced,128,2,"[0.723101196896452, -0.511606984583082, -0.8231209649820214]","[0.7818881136668399, -0.7076926746281101, -0.668709123227418]","[0.789657433427771, -0.660708745345045, -0.7406415866864722]",False
c1,native16@C3,native16,balanced,128,3,"[0.723101196896452, -0.511606984583082, -0.8231209649820214]","[0.8975673460150474, -0.7708814683253834, -0.6980909172619622]","[0.789657433427771, -0.660708745345045, -0.7406415866864722]",False
c1,native16@C3,native16,balanced,128,4,"[0.723101196896452, -0.511606984583082, -0.8231209649820214]","[0.8259397009452687, -0.7370786992850962, -0.7627476843458282]","[0.789657433427771, -0.660708745345045, -0.7406415866864722]",False
c1,native16@C3,native16,skew_0.7_class_0,128,0,"[0.723101196896452, -0.511606984583082, -0.8231209649820214]","[0.4942689674191462, -0.48978211950138156, -0.7140971012988895]","[0.789657433427771, -0.660708745345045, -0.7406415866864722]",False
c1,native16@C3,native16,skew_0.7_class_0,128,1,"[0.723101196896452, -0.511606984583082, -0.8231209649820214]","[0.5022935819588716, -0.4260208853203931, -0.6628871255732379]","[0.789657433427771, -0.660708745345045, -0.7406415866864722]",False
c1,native16@C3,native16,skew_0.7_class_0,128,2,"[0.723101196896452, -0.511606984583082, -0.8231209649820214]","[0.5308486660962474, -0.4416031230010558, -0.7282574176026467]","[0.789657433427771, -0.660708745345045, -0.7406415866864722]",False
c1,native16@C3,native16,skew_0.7_class_0,128,3,"[0.723101196896452, -0.511606984583082, -0.8231209649820214]","[0.4441973139052652, -0.4414993956580515, -0.6573530055381007]","[0.789657433427771, -0.660708745345045, -0.7406415866864722]",False
c1,native16@C3,native16,skew_0.7_class_0,128,4,"[0.723101196896452, -0.511606984583082, -0.8231209649820214]","[0.41466411973054146, -0.46076354324285007, -0.6866652276385047]","[0.789657433427771, -0.660708745345045, -0.7406415866864722]",False
c1,native16@C3,native16,skew_0.7_class_1,128,0,"[0.723101196896452, -0.511606984583082, -0.8231209649820214]","[0.8246349442436555, -0.8290966239905085, -0.7551565089583713]","[0.789657433427771, -0.660708745345045, -0.7406415866864722]",False
c1,native16@C3,native16,skew_0.7_class_1,128,1,"[0.723101196896452, -0.511606984583082, -0.8231209649820214]","[0.8647860103355894, -0.9008001026175888, -0.685005418238396]","[0.789657433427771, -0.660708745345045, -0.7406415866864722]",False
c1,native16@C3,native16,skew_0.7_class_1,128,2,"[0.723101196896452, -0.511606984583082, -0.8231209649820214]","[0.9029681539248345, -0.8759625335651763, -0.6600860158691125]","[0.789657433427771, -0.660708745345045, -0.7406415866864722]",False
c1,native16@C3,native16,skew_0.7_class_1,128,3,"[0.723101196896452, -0.511606984583082, -0.8231209649820214]","[0.9354425383232281, -0.9401227565174127, -0.7251999893452565]","[0.789657433427771, -0.660708745345045, -0.7406415866864722]",False
c1,native16@C3,native16,skew_0.7_class_1,128,4,"[0.723101196896452, -0.511606984583082, -0.8231209649820214]","[0.9267194755467998, -0.9352105161043057, -0.7848161797759399]","[0.789657433427771, -0.660708745345045, -0.7406415866864722]",False
c1,native16@C3,native16,skew_0.7_class_2,128,0,"[0.723101196896452, -0.511606984583082, -0.8231209649820214]","[0.8756161075645216, -0.7239380225223245, -0.7985831628628332]","[0.789657433427771, -0.660708745345045, -0.7406415866864722]",False
c1,native16@C3,native16,skew_0.7_class_2,128,1,"[0.723101196896452, -0.511606984583082, -0.8231209649820214]","[0.7324328871534705, -0.7131440952862822, -0.7404877025599531]","[0.789657433427771, -0.660708745345045, -0.7406415866864722]",False
c1,native16@C3,native16,skew_0.7_class_2,128,2,"[0.723101196896452, -0.511606984583082, -0.8231209649820214]","[0.8706476278821738, -0.6926536998605841, -0.8285858033571071]","[0.789657433427771, -0.660708745345045, -0.7406415866864722]",False
c1,native16@C3,native16,skew_0.7_class_2,128,3,"[0.723101196896452, -0.511606984583082, -0.8231209649820214]","[0.9038178790158976, -0.6991108783747877, -0.8707489350841927]","[0.789657433427771, -0.660708745345045, -0.7406415866864722]",False
c1,native16@C3,native16,skew_0.7_class_2,128,4,"[0.723101196896452, -0.511606984583082, -0.8231209649820214]","[0.858833517757284, -0.6818908731104192, -0.7975476425054203]","[0.789657433427771, -0.660708745345045, -0.7406415866864722]",False
c1,native16@C3,native16,skew_0.7_class_3,128,0,"[0.723101196896452, -0.511606984583082, -0.8231209649820214]","[0.8407437550824516, -0.5587482625967883, -0.6904693025631365]","[0.789657433427771, -0.660708745345045, -0.7406415866864722]",False
c1,native16@C3,native16,skew_0.7_class_3,128,1,"[0.723101196896452, -0.511606984583082, -0.8231209649820214]","[0.9857859885173004, -0.649322994914665, -0.8412391746240105]","[0.789657433427771, -0.660708745345045, -0.7406415866864722]",False
c1,native16@C3,native16,skew_0.7_class_3,128,2,"[0.723101196896452, -0.511606984583082, -0.8231209649820214]","[0.9282253274807961, -0.6605917944254783, -0.7402317536161552]","[0.789657433427771, -0.660708745345045, -0.7406415866864722]",False
c1,native16@C3,native16,skew_0.7_class_3,128,3,"[0.723101196896452, -0.511606984583082, -0.8231209649820214]","[0.9260211901064982, -0.6907933660127918, -0.7032587663330412]","[0.789657433427771, -0.660708745345045, -0.7406415866864722]",False
c1,native16@C3,native16,skew_0.7_class_3,128,4,"[0.723101196896452, -0.511606984583082, -0.8231209649820214]","[0.9637310603984607, -0.6928378565827885, -0.7658247751464357]","[0.789657433427771, -0.660708745345045, -0.7406415866864722]",False
c1,native16@C4,native16,random,32,0,"[0.3087799806557672, 0.053568424687930716, -0.5903476765408857]","[0.41078630167420876, -0.06237940481092031, -0.6594831085404275]","[0.2871830494690919, 0.17437942213720123, -0.5856466280187804]",False
c1,native16@C4,native16,random,32,1,"[0.3087799806557672, 0.053568424687930716, -0.5903476765408857]","[0.28691439331805463, 0.2451944861890581, -0.7163200481598858]","[0.2871830494690919, 0.17437942213720123, -0.5856466280187804]",False
c1,native16@C4,native16,random,32,2,"[0.3087799806557672, 0.053568424687930716, -0.5903476765408857]","[0.2845457922238779, 0.09736496554103569, -0.6224038749552524]","[0.2871830494690919, 0.17437942213720123, -0.5856466280187804]",False
c1,native16@C4,native16,random,32,3,"[0.3087799806557672, 0.053568424687930716, -0.5903476765408857]","[0.6227674781127791, -0.007092209818038823, -0.705220926099457]","[0.2871830494690919, 0.17437942213720123, -0.5856466280187804]",False
c1,native16@C4,native16,random,32,4,"[0.3087799806557672, 0.053568424687930716, -0.5903476765408857]","[0.3875838128638679, 0.17911681870922516, -0.67088979701514]","[0.2871830494690919, 0.17437942213720123, -0.5856466280187804]",False
c1,native16@C4,native16,balanced,128,0,"[0.3087799806557672, 0.053568424687930716, -0.5903476765408857]","[0.24081692970704163, 0.15793104117709217, -0.48274456547346156]","[0.2871830494690919, 0.17437942213720123, -0.5856466280187804]",False
c1,native16@C4,native16,balanced,128,1,"[0.3087799806557672, 0.053568424687930716, -0.5903476765408857]","[0.28374746913032145, 0.1313054833114921, -0.6487039573872747]","[0.2871830494690919, 0.17437942213720123, -0.5856466280187804]",False
c1,native16@C4,native16,balanced,128,2,"[0.3087799806557672, 0.053568424687930716, -0.5903476765408857]","[0.30185667936310634, 0.06274905750259503, -0.5515167245009429]","[0.2871830494690919, 0.17437942213720123, -0.5856466280187804]",False
c1,native16@C4,native16,balanced,128,3,"[0.3087799806557672, 0.053568424687930716, -0.5903476765408857]","[0.44785874872587, 0.0641948762386273, -0.5815815218058474]","[0.2871830494690919, 0.17437942213720123, -0.5856466280187804]",False
c1,native16@C4,native16,balanced,128,4,"[0.3087799806557672, 0.053568424687930716, -0.5903476765408857]","[0.423957561276179, -0.030642193461141956, -0.6148069711316966]","[0.2871830494690919, 0.17437942213720123, -0.5856466280187804]",False
c1,native16@C4,native16,skew_0.7_class_0,128,0,"[0.3087799806557672, 0.053568424687930716, -0.5903476765408857]","[-0.07729001701808295, 0.38082378088967367, -0.5048825570528791]","[0.2871830494690919, 0.17437942213720123, -0.5856466280187804]",False
c1,native16@C4,native16,skew_0.7_class_0,128,1,"[0.3087799806557672, 0.053568424687930716, -0.5903476765408857]","[-0.07400500311140513, 0.5377973950897782, -0.5121453143124877]","[0.2871830494690919, 0.17437942213720123, -0.5856466280187804]",False
c1,native16@C4,native16,skew_0.7_class_0,128,2,"[0.3087799806557672, 0.053568424687930716, -0.5903476765408857]","[-0.08691968085462656, 0.48667205320302653, -0.5270763601511924]","[0.2871830494690919, 0.17437942213720123, -0.5856466280187804]",False
c1,native16@C4,native16,skew_0.7_class_0,128,3,"[0.3087799806557672, 0.053568424687930716, -0.5903476765408857]","[-0.059545662099249885, 0.48074743787932467, -0.4984394849024523]","[0.2871830494690919, 0.17437942213720123, -0.5856466280187804]",False
c1,native16@C4,native16,skew_0.7_class_0,128,4,"[0.3087799806557672, 0.053568424687930716, -0.5903476765408857]","[-0.15286949461822966, 0.475734796283492, -0.5401619943870034]","[0.2871830494690919, 0.17437942213720123, -0.5856466280187804]",False
c1,native16@C4,native16,skew_0.7_class_1,128,0,"[0.3087799806557672, 0.053568424687930716, -0.5903476765408857]","[0.5580286047297016, -0.29821809812526573, -0.6455010888137246]","[0.2871830494690919, 0.17437942213720123, -0.5856466280187804]",False
c1,native16@C4,native16,skew_0.7_class_1,128,1,"[0.3087799806557672, 0.053568424687930716, -0.5903476765408857]","[0.6027196895365836, -0.34967430532051785, -0.6231476893541813]","[0.2871830494690919, 0.17437942213720123, -0.5856466280187804]",False
c1,native16@C4,native16,skew_0.7_class_1,128,2,"[0.3087799806557672, 0.053568424687930716, -0.5903476765408857]","[0.6573512345530077, -0.310596755256472, -0.6011548158777181]","[0.2871830494690919, 0.17437942213720123, -0.5856466280187804]",False
c1,native16@C4,native16,skew_0.7_class_1,128,3,"[0.3087799806557672, 0.053568424687930716, -0.5903476765408857]","[0.6404330120638917, -0.31779859039338904, -0.6329616244649302]","[0.2871830494690919, 0.17437942213720123, -0.5856466280187804]",False
c1,native16@C4,native16,skew_0.7_class_1,128,4,"[0.3087799806557672, 0.053568424687930716, -0.5903476765408857]","[0.6767013774950535, -0.35878833328068543, -0.6356936947349825]","[0.2871830494690919, 0.17437942213720123, -0.5856466280187804]",False
c1,native16@C4,native16,skew_0.7_class_2,128,0,"[0.3087799806557672, 0.053568424687930716, -0.5903476765408857]","[0.4034322228360761, 0.04587820125969257, -0.715038852535394]","[0.2871830494690919, 0.17437942213720123, -0.5856466280187804]",False
c1,native16@C4,native16,skew_0.7_class_2,128,1,"[0.3087799806557672, 0.053568424687930716, -0.5903476765408857]","[0.24179684898241324, 0.08705436853509387, -0.6631743534245599]","[0.2871830494690919, 0.17437942213720123, -0.5856466280187804]",False
c1,native16@C4,native16,skew_0.7_class_2,128,2,"[0.3087799806557672, 0.053568424687930716, -0.5903476765408857]","[0.3673047188208691, 0.12051089142661685, -0.7334828021131443]","[0.2871830494690919, 0.17437942213720123, -0.5856466280187804]",False
c1,native16@C4,native16,skew_0.7_class_2,128,3,"[0.3087799806557672, 0.053568424687930716, -0.5903476765408857]","[0.4025427876765854, 0.07926229207554913, -0.7436364642819189]","[0.2871830494690919, 0.17437942213720123, -0.5856466280187804]",False
c1,native16@C4,native16,skew_0.7_class_2,128,4,"[0.3087799806557672, 0.053568424687930716, -0.5903476765408857]","[0.3512553543639672, 0.08859083928509075, -0.6490683784071164]","[0.2871830494690919, 0.17437942213720123, -0.5856466280187804]",False
c1,native16@C4,native16,skew_0.7_class_3,128,0,"[0.3087799806557672, 0.053568424687930716, -0.5903476765408857]","[0.42511342767508487, 0.3014755019784072, -0.5658217761033125]","[0.2871830494690919, 0.17437942213720123, -0.5856466280187804]",False
c1,native16@C4,native16,skew_0.7_class_3,128,1,"[0.3087799806557672, 0.053568424687930716, -0.5903476765408857]","[0.6167905552435854, 0.07875345974002777, -0.6599125778846097]","[0.2871830494690919, 0.17437942213720123, -0.5856466280187804]",False
c1,native16@C4,native16,skew_0.7_class_3,128,2,"[0.3087799806557672, 0.053568424687930716, -0.5903476765408857]","[0.4568130558128941, 0.24838971440934401, -0.5426541598058704]","[0.2871830494690919, 0.17437942213720123, -0.5856466280187804]",False
c1,native16@C4,native16,skew_0.7_class_3,128,3,"[0.3087799806557672, 0.053568424687930716, -0.5903476765408857]","[0.4704181858556578, 0.17816660697940426, -0.514061098814831]","[0.2871830494690919, 0.17437942213720123, -0.5856466280187804]",False
c1,native16@C4,native16,skew_0.7_class_3,128,4,"[0.3087799806557672, 0.053568424687930716, -0.5903476765408857]","[0.5409771312283259, 0.09751040746901084, -0.5552755441791433]","[0.2871830494690919, 0.17437942213720123, -0.5856466280187804]",False
c1,native16@CP1,native16,random,32,0,"[0.3529266069600667, -0.09996867841789603, -0.6079438824667089]","[0.5485884442581804, -0.021582147885623303, -0.6564998538240077]","[0.2729219947839517, 0.0033974811162997493, -0.5065253072629708]",False
c1,native16@CP1,native16,random,32,1,"[0.3529266069600667, -0.09996867841789603, -0.6079438824667089]","[0.15190077363117213, 0.2318028023847595, -0.5316168489809959]","[0.2729219947839517, 0.0033974811162997493, -0.5065253072629708]",False
c1,native16@CP1,native16,random,32,2,"[0.3529266069600667, -0.09996867841789603, -0.6079438824667089]","[0.0867099914834882, -0.00715424903971435, -0.48478432292946666]","[0.2729219947839517, 0.0033974811162997493, -0.5065253072629708]",False
c1,native16@CP1,native16,random,32,3,"[0.3529266069600667, -0.09996867841789603, -0.6079438824667089]","[0.6386166552036029, -0.18955878326685974, -0.5971086553479227]","[0.2729219947839517, 0.0033974811162997493, -0.5065253072629708]",False
c1,native16@CP1,native16,random,32,4,"[0.3529266069600667, -0.09996867841789603, -0.6079438824667089]","[0.34560905183008933, 0.030772846572392237, -0.6739787950316853]","[0.2729219947839517, 0.0033974811162997493, -0.5065253072629708]",False
c1,native16@CP1,native16,balanced,128,0,"[0.3529266069600667, -0.09996867841789603, -0.6079438824667089]","[0.16814511059482762, 0.03013438476762805, -0.40718096348874916]","[0.2729219947839517, 0.0033974811162997493, -0.5065253072629708]",False
c1,native16@CP1,native16,balanced,128,1,"[0.3529266069600667, -0.09996867841789603, -0.6079438824667089]","[0.264303420701479, -0.11310322865674471, -0.5478992577493008]","[0.2729219947839517, 0.0033974811162997493, -0.5065253072629708]",False
c1,native16@CP1,native16,balanced,128,2,"[0.3529266069600667, -0.09996867841789603, -0.6079438824667089]","[0.27619282849861865, -0.10087241322892707, -0.4032429063938558]","[0.2729219947839517, 0.0033974811162997493, -0.5065253072629708]",False
c1,native16@CP1,native16,balanced,128,3,"[0.3529266069600667, -0.09996867841789603, -0.6079438824667089]","[0.48299598207705036, -0.16659870365959664, -0.5285910438698922]","[0.2729219947839517, 0.0033974811162997493, -0.5065253072629708]",False
c1,native16@CP1,native16,balanced,128,4,"[0.3529266069600667, -0.09996867841789603, -0.6079438824667089]","[0.43062471968745075, -0.1086240460301359, -0.5457288048793095]","[0.2729219947839517, 0.0033974811162997493, -0.5065253072629708]",False
c1,native16@CP1,native16,skew_0.7_class_0,128,0,"[0.3529266069600667, -0.09996867841789603, -0.6079438824667089]","[-0.07242080272496113, 0.21955207808110547, -0.4261962608577935]","[0.2729219947839517, 0.0033974811162997493, -0.5065253072629708]",False
c1,native16@CP1,native16,skew_0.7_class_0,128,1,"[0.3529266069600667, -0.09996867841789603, -0.6079438824667089]","[-0.07818255897449289, 0.287783353873713, -0.42191627253965824]","[0.2729219947839517, 0.0033974811162997493, -0.5065253072629708]",False
c1,native16@CP1,native16,skew_0.7_class_0,128,2,"[0.3529266069600667, -0.09996867841789603, -0.6079438824667089]","[-0.08113917043875096, 0.3093999359224504, -0.43438920677378323]","[0.2729219947839517, 0.0033974811162997493, -0.5065253072629708]",False
c1,native16@CP1,native16,skew_0.7_class_0,128,3,"[0.3529266069600667, -0.09996867841789603, -0.6079438824667089]","[-0.10072940530288899, 0.3017958422810541, -0.409015911035491]","[0.2729219947839517, 0.0033974811162997493, -0.5065253072629708]",False
c1,native16@CP1,native16,skew_0.7_class_0,128,4,"[0.3529266069600667, -0.09996867841789603, -0.6079438824667089]","[-0.1063864079197946, 0.2365142120761434, -0.4513258296184332]","[0.2729219947839517, 0.0033974811162997493, -0.5065253072629708]",False
c1,native16@CP1,native16,skew_0.7_class_1,128,0,"[0.3529266069600667, -0.09996867841789603, -0.6079438824667089]","[0.45315728680628103, -0.34397179818917073, -0.5718822238195596]","[0.2729219947839517, 0.0033974811162997493, -0.5065253072629708]",False
c1,native16@CP1,native16,skew_0.7_class_1,128,1,"[0.3529266069600667, -0.09996867841789603, -0.6079438824667089]","[0.5493031354179913, -0.44958323411794626, -0.5950599500205239]","[0.2729219947839517, 0.0033974811162997493, -0.5065253072629708]",False
c1,native16@CP1,native16,skew_0.7_class_1,128,2,"[0.3529266069600667, -0.09996867841789603, -0.6079438824667089]","[0.6175258575624384, -0.4594097707568635, -0.5496792005882953]","[0.2729219947839517, 0.0033974811162997493, -0.5065253072629708]",False
c1,native16@CP1,native16,skew_0.7_class_1,128,3,"[0.3529266069600667, -0.09996867841789603, -0.6079438824667089]","[0.5900962517983032, -0.43383039907445875, -0.6030485184681402]","[0.2729219947839517, 0.0033974811162997493, -0.5065253072629708]",False
c1,native16@CP1,native16,skew_0.7_class_1,128,4,"[0.3529266069600667, -0.09996867841789603, -0.6079438824667089]","[0.546102565385452, -0.4138346884400387, -0.577802811837266]","[0.2729219947839517, 0.0033974811162997493, -0.5065253072629708]",False
c1,native16@CP1,native16,skew_0.7_class_2,128,0,"[0.3529266069600667, -0.09996867841789603, -0.6079438824667089]","[0.46272172088019775, -0.13970522117028636, -0.6001971119115789]","[0.2729219947839517, 0.0033974811162997493, -0.5065253072629708]",False
c1,native16@CP1,native16,skew_0.7_class_2,128,1,"[0.3529266069600667, -0.09996867841789603, -0.6079438824667089]","[0.2784050300865604, -0.12734119415385084, -0.5039661567927716]","[0.2729219947839517, 0.0033974811162997493, -0.5065253072629708]",False
c1,native16@CP1,native16,skew_0.7_class_2,128,2,"[0.3529266069600667, -0.09996867841789603, -0.6079438824667089]","[0.41381443304984233, -0.04097547987344376, -0.6198418049624449]","[0.2729219947839517, 0.0033974811162997493, -0.5065253072629708]",False
c1,native16@CP1,native16,skew_0.7_class_2,128,3,"[0.3529266069600667, -0.09996867841789603, -0.6079438824667089]","[0.3893723643678678, -0.0028932728077984415, -0.6346702416196157]","[0.2729219947839517, 0.0033974811162997493, -0.5065253072629708]",False
c1,native16@CP1,native16,skew_0.7_class_2,128,4,"[0.3529266069600667, -0.09996867841789603, -0.6079438824667089]","[0.34216614700845466, -0.023985559802414066, -0.5395387152122967]","[0.2729219947839517, 0.0033974811162997493, -0.5065253072629708]",False
c1,native16@CP1,native16,skew_0.7_class_3,128,0,"[0.3529266069600667, -0.09996867841789603, -0.6079438824667089]","[0.3789844615211873, 0.04160688711648442, -0.48802701665003445]","[0.2729219947839517, 0.0033974811162997493, -0.5065253072629708]",False
