held_out_reference,n_source_examples,n_source_views,source_gate_resamples,class_trust_caps,cap_left_fist,cap_right_fist,cap_both_fists,cap_both_feet,source_condition_audit,all_source_conditions_improve_topology,target_reference_labels_used
f4,1410,47,5,"[0.22796510083629026, 0.20310400692330535, 0.5433588307581694, 0.6138203380828555]",0.22796510083629026,0.20310400692330535,0.5433588307581694,0.6138203380828555,"{""balanced"": {""topology_mean_rmse"": 0.14390606431632144, ""safe_mean_rmse"": 0.10447167168659524}, ""random"": {""topology_mean_rmse"": 0.14390606431632144, ""safe_mean_rmse"": 0.11293701927203305}, ""skew_0.7_class_0"": {""topology_mean_rmse"": 0.14390606431632144, ""safe_mean_rmse"": 0.14779985613961893}, ""skew_0.7_class_1"": {""topology_mean_rmse"": 0.14390606431632144, ""safe_mean_rmse"": 0.1301802893524676}, ""skew_0.7_class_2"": {""topology_mean_rmse"": 0.14390606431632144, ""safe_mean_rmse"": 0.11319883560999369}, ""skew_0.7_class_3"": {""topology_mean_rmse"": 0.14390606431632144, ""safe_mean_rmse"": 0.11789197883022422}}",False,False
fc1,1380,46,5,"[0.2287274852076284, 0.2008263310985494, 0.5424070404752712, 0.6112989641137782]",0.2287274852076284,0.2008263310985494,0.5424070404752712,0.6112989641137782,"{""balanced"": {""topology_mean_rmse"": 0.14422053510480393, ""safe_mean_rmse"": 0.1053033242154858}, ""random"": {""topology_mean_rmse"": 0.14422053510480393, ""safe_mean_rmse"": 0.11412859601797407}, ""skew_0.7_class_0"": {""topology_mean_rmse"": 0.14422053510480393, ""safe_mean_rmse"": 0.14867240905588036}, ""skew_0.7_class_1"": {""topology_mean_rmse"": 0.14422053510480393, ""safe_mean_rmse"": 0.1304672871934275}, ""skew_0.7_class_2"": {""topology_mean_rmse"": 0.14422053510480393, ""safe_mean_rmse"": 0.11408053096539067}, ""skew_0.7_class_3"": {""topology_mean_rmse"": 0.14422053510480393, ""safe_mean_rmse"": 0.11871023269151976}}",False,False
fc2,1380,46,5,"[0.22565043790641387, 0.20261402014929597, 0.5435806048199231, 0.6129684513739169]",0.22565043790641387,0.20261402014929597,0.5435806048199231,0.6129684513739169,"{""balanced"": {""topology_mean_rmse"": 0.14421502630755764, ""safe_mean_rmse"": 0.10525281975134951}, ""random"": {""topology_mean_rmse"": 0.14421502630755764, ""safe_mean_rmse"": 0.11370570025170733}, ""skew_0.7_class_0"": {""topology_mean_rmse"": 0.14421502630755764, ""safe_mean_rmse"": 0.14874794236572292}, ""skew_0.7_class_1"": {""topology_mean_rmse"": 0.14421502630755764, ""safe_mean_rmse"": 0.13035657830430522}, ""skew_0.7_class_2"": {""topology_mean_rmse"": 0.14421502630755764, ""safe_mean_rmse"": 0.11363842121741363}, ""skew_0.7_class_3"": {""topology_mean_rmse"": 0.14421502630755764, ""safe_mean_rmse"": 0.11853365725142638}}",False,False
fc3,1380,46,5,"[0.2221675154223658, 0.20213401039781914, 0.5364202961699899, 0.616031560617357]",0.2221675154223658,0.20213401039781914,0.5364202961699899,0.616031560617357,"{""balanced"": {""topology_mean_rmse"": 0.13859773955509214, ""safe_mean_rmse"": 0.10249527299644234}, ""random"": {""topology_mean_rmse"": 0.13859773955509214, ""safe_mean_rmse"": 0.11067591339862415}, ""skew_0.7_class_0"": {""topology_mean_rmse"": 0.13859773955509214, ""safe_mean_rmse"": 0.1447153643481257}, ""skew_0.7_class_1"": {""topology_mean_rmse"": 0.13859773955509214, ""safe_mean_rmse"": 0.1278156771296349}, ""skew_0.7_class_2"": {""topology_mean_rmse"": 0.13859773955509214, ""safe_mean_rmse"": 0.11192208716145324}, ""skew_0.7_class_3"": {""topology_mean_rmse"": 0.13859773955509214, ""safe_mean_rmse"": 0.11538912227134528}}",False,False
fc4,1380,46,5,"[0.2221429150051158, 0.20640920400598747, 0.5447479749249313, 0.6137200262828023]",0.2221429150051158,0.20640920400598747,0.5447479749249313,0.6137200262828023,"{""balanced"": {""topology_mean_rmse"": 0.14497746682457244, ""safe_mean_rmse"": 0.10561496436084923}, ""random"": {""topology_mean_rmse"": 0.14497746682457244, ""safe_mean_rmse"": 0.11407004895954925}, ""skew_0.7_class_0"": {""topology_mean_rmse"": 0.14497746682457244, ""safe_mean_rmse"": 0.1490585779544636}, ""skew_0.7_class_1"": {""topology_mean_rmse"": 0.14497746682457244, ""safe_mean_rmse"": 0.13059490720696296}, ""skew_0.7_class_2"": {""topology_mean_rmse"": 0.14497746682457244, ""safe_mean_rmse"": 0.11373898748693004}, ""skew_0.7_class_3"": {""topology_mean_rmse"": 0.14497746682457244, ""safe_mean_rmse"": 0.11883627020526616}}",False,False
fc5,1410,47,5,"[0.1698207569581369, 0.15545632255830658, 0.48510228763926105, 0.49096766413999526]",0.1698207569581369,0.15545632255830658,0.48510228763926105,0.49096766413999526,"{""balanced"": {""topology_mean_rmse"": 0.12632179653162515, ""safe_mean_rmse"": 0.09994130031499975}, ""random"": {""topology_mean_rmse"": 0.12632179653162515, ""safe_mean_rmse"": 0.10703872689643848}, ""skew_0.7_class_0"": {""topology_mean_rmse"": 0.12632179653162515, ""safe_mean_rmse"": 0.13039474758203762}, ""skew_0.7_class_1"": {""topology_mean_rmse"": 0.12632179653162515, ""safe_mean_rmse"": 0.11566934544961029}, ""skew_0.7_class_2"": {""topology_mean_rmse"": 0.12632179653162515, ""safe_mean_rmse"": 0.1069613992612095}, ""skew_0.7_class_3"": {""topology_mean_rmse"": 0.12632179653162515, ""safe_mean_rmse"": 0.10883424987304822}}",False,False
fc6,1410,47,5,"[0.23005322662884506, 0.20460988395749238, 0.5433086783100519, 0.6158118635058437]",0.23005322662884506,0.20460988395749238,0.5433086783100519,0.6158118635058437,"{""balanced"": {""topology_mean_rmse"": 0.14459893439032329, ""safe_mean_rmse"": 0.10549685131794077}, ""random"": {""topology_mean_rmse"": 0.14459893439032329, ""safe_mean_rmse"": 0.11418520951928562}, ""skew_0.7_class_0"": {""topology_mean_rmse"": 0.14459893439032329, ""safe_mean_rmse"": 0.14885376457589444}, ""skew_0.7_class_1"": {""topology_mean_rmse"": 0.14459893439032329, ""safe_mean_rmse"": 0.13038994987884392}, ""skew_0.7_class_2"": {""topology_mean_rmse"": 0.14459893439032329, ""safe_mean_rmse"": 0.11343329648236959}, ""skew_0.7_class_3"": {""topology_mean_rmse"": 0.14459893439032329, ""safe_mean_rmse"": 0.11874570518391978}}",False,False
fz,1380,46,5,"[0.22801952825050031, 0.20740575169986195, 0.5385096117423437, 0.6104628760427677]",0.22801952825050031,0.20740575169986195,0.5385096117423437,0.6104628760427677,"{""balanced"": {""topology_mean_rmse"": 0.14364550424043182, ""safe_mean_rmse"": 0.10516371410795322}, ""random"": {""topology_mean_rmse"": 0.14364550424043182, ""safe_mean_rmse"": 0.11408287539999536}, ""skew_0.7_class_0"": {""topology_mean_rmse"": 0.14364550424043182, ""safe_mean_rmse"": 0.14964205874371359}, ""skew_0.7_class_1"": {""topology_mean_rmse"": 0.14364550424043182, ""safe_mean_rmse"": 0.13050986890253574}, ""skew_0.7_class_2"": {""topology_mean_rmse"": 0.14364550424043182, ""safe_mean_rmse"": 0.11353428445439105}, ""skew_0.7_class_3"": {""topology_mean_rmse"": 0.14364550424043182, ""safe_mean_rmse"": 0.11809576554578194}}",False,False
o1,1410,47,5,"[0.24849301719954014, 0.2084077089425354, 0.5814192732554222, 0.6099184783759535]",0.24849301719954014,0.2084077089425354,0.5814192732554222,0.6099184783759535,"{""balanced"": {""topology_mean_rmse"": 0.14673477988326356, ""safe_mean_rmse"": 0.10506888954518008}, ""random"": {""topology_mean_rmse"": 0.14673477988326356, ""safe_mean_rmse"": 0.11506260687690131}, ""skew_0.7_class_0"": {""topology_mean_rmse"": 0.14673477988326356, ""safe_mean_rmse"": 0.15382503938252687}, ""skew_0.7_class_1"": {""topology_mean_rmse"": 0.14673477988326356, ""safe_mean_rmse"": 0.13377056930513073}, ""skew_0.7_class_2"": {""topology_mean_rmse"": 0.14673477988326356, ""safe_mean_rmse"": 0.11632860054119507}, ""skew_0.7_class_3"": {""topology_mean_rmse"": 0.14673477988326356, ""safe_mean_rmse"": 0.11879027241505671}}",False,False
o2,1410,47,5,"[0.24894222202175045, 0.2073828998001034, 0.5549088475900728, 0.6209345911563445]",0.24894222202175045,0.2073828998001034,0.5549088475900728,0.6209345911563445,"{""balanced"": {""topology_mean_rmse"": 0.14562739079229742, ""safe_mean_rmse"": 0.10525264978804795}, ""random"": {""topology_mean_rmse"": 0.14562739079229742, ""safe_mean_rmse"": 0.11477835352732937}, ""skew_0.7_class_0"": {""topology_mean_rmse"": 0.14562739079229742, ""safe_mean_rmse"": 0.153608602045236}, ""skew_0.7_class_1"": {""topology_mean_rmse"": 0.14562739079229742, ""safe_mean_rmse"": 0.1328375973903073}, ""skew_0.7_class_2"": {""topology_mean_rmse"": 0.14562739079229742, ""safe_mean_rmse"": 0.11513199862595119}, ""skew_0.7_class_3"": {""topology_mean_rmse"": 0.14562739079229742, ""safe_mean_rmse"": 0.1190361261612683}}",False,False
p3,1410,47,5,"[0.21865602465682774, 0.2010992187504451, 0.5416706723385695, 0.6173248861922422]",0.21865602465682774,0.2010992187504451,0.5416706723385695,0.6173248861922422,"{""balanced"": {""topology_mean_rmse"": 0.13945008571167888, ""safe_mean_rmse"": 0.10211024719888076}, ""random"": {""topology_mean_rmse"": 0.13945008571167888, ""safe_mean_rmse"": 0.11030254934161685}, ""skew_0.7_class_0"": {""topology_mean_rmse"": 0.13945008571167888, ""safe_mean_rmse"": 0.144646343310061}, ""skew_0.7_class_1"": {""topology_mean_rmse"": 0.13945008571167888, ""safe_mean_rmse"": 0.12722929630479038}, ""skew_0.7_class_2"": {""topology_mean_rmse"": 0.13945008571167888, ""safe_mean_rmse"": 0.11064190726262238}, ""skew_0.7_class_3"": {""topology_mean_rmse"": 0.13945008571167888, ""safe_mean_rmse"": 0.11587514464506639}}",False,False
p4,1410,47,5,"[0.2313999568683065, 0.20288265637323843, 0.5445353545763754, 0.6139805885480741]",0.2313999568683065,0.20288265637323843,0.5445353545763754,0.6139805885480741,"{""balanced"": {""topology_mean_rmse"": 0.14342129070999454, ""safe_mean_rmse"": 0.10424415982199396}, ""random"": {""topology_mean_rmse"": 0.14342129070999454, ""safe_mean_rmse"": 0.11312891959294973}, ""skew_0.7_class_0"": {""topology_mean_rmse"": 0.14342129070999454, ""safe_mean_rmse"": 0.14782469358522562}, ""skew_0.7_class_1"": {""topology_mean_rmse"": 0.14342129070999454, ""safe_mean_rmse"": 0.13003801828252745}, ""skew_0.7_class_2"": {""topology_mean_rmse"": 0.14342129070999454, ""safe_mean_rmse"": 0.11288114339894294}, ""skew_0.7_class_3"": {""topology_mean_rmse"": 0.14342129070999454, ""safe_mean_rmse"": 0.11761919120811941}}",False,False
po3,1410,47,5,"[0.22969553833100648, 0.20314826724070092, 0.5378575338650743, 0.6161371152435414]",0.22969553833100648,0.20314826724070092,0.5378575338650743,0.6161371152435414,"{""balanced"": {""topology_mean_rmse"": 0.14077537774755666, ""safe_mean_rmse"": 0.10296380981671775}, ""random"": {""topology_mean_rmse"": 0.14077537774755666, ""safe_mean_rmse"": 0.11176918469358953}, ""skew_0.7_class_0"": {""topology_mean_rmse"": 0.14077537774755666, ""safe_mean_rmse"": 0.149096674073832}, ""skew_0.7_class_1"": {""topology_mean_rmse"": 0.14077537774755666, ""safe_mean_rmse"": 0.12803086976019495}, ""skew_0.7_class_2"": {""topology_mean_rmse"": 0.14077537774755666, ""safe_mean_rmse"": 0.1103633732589525}, ""skew_0.7_class_3"": {""topology_mean_rmse"": 0.14077537774755666, ""safe_mean_rmse"": 0.11604887891149526}}",False,False
po4,1410,47,5,"[0.2294777274479018, 0.19530607978868925, 0.5518467489232745, 0.5945542850736342]",0.2294777274479018,0.19530607978868925,0.5518467489232745,0.5945542850736342,"{""balanced"": {""topology_mean_rmse"": 0.14234301201083346, ""safe_mean_rmse"": 0.10435048396175353}, ""random"": {""topology_mean_rmse"": 0.14234301201083346, ""safe_mean_rmse"": 0.11305877870560486}, ""skew_0.7_class_0"": {""topology_mean_rmse"": 0.14234301201083346, ""safe_mean_rmse"": 0.14711586012299074}, ""skew_0.7_class_1"": {""topology_mean_rmse"": 0.14234301201083346, ""safe_mean_rmse"": 0.1281856939000902}, ""skew_0.7_class_2"": {""topology_mean_rmse"": 0.14234301201083346, ""safe_mean_rmse"": 0.11324087850338609}, ""skew_0.7_class_3"": {""topology_mean_rmse"": 0.14234301201083346, ""safe_mean_rmse"": 0.11709154063612558}}",False,False
