held_out_reference,source_view,montage,condition,batch_size,repeat,topology_bias,raw_candidate_bias,source_oracle_bias,target_reference_labels_used
c1,native16@C3,native16,random,32,0,"[-0.6009054238819862, 0.948366572083701, 0.8000488410791906]","[-1.1148694293652348, 1.4271558901411463, 0.8043533478365973]","[-0.6765582958467083, 1.128675530977995, 0.6608414567958868]",False
c1,native16@C3,native16,random,32,1,"[-0.6009054238819862, 0.948366572083701, 0.8000488410791906]","[-0.8782169916155163, 1.5075861458752076, 0.6513466343178181]","[-0.6765582958467083, 1.128675530977995, 0.6608414567958868]",False
c1,native16@C3,native16,random,32,2,"[-0.6009054238819862, 0.948366572083701, 0.8000488410791906]","[-0.8217648953879315, 1.2551828184956444, 0.6551914712222878]","[-0.6765582958467083, 1.128675530977995, 0.6608414567958868]",False
c1,native16@C3,native16,random,32,3,"[-0.6009054238819862, 0.948366572083701, 0.8000488410791906]","[-0.7030878122933243, 1.258466023754349, 0.6491545821176964]","[-0.6765582958467083, 1.128675530977995, 0.6608414567958868]",False
c1,native16@C3,native16,random,32,4,"[-0.6009054238819862, 0.948366572083701, 0.8000488410791906]","[-0.886921712666476, 1.3044380028240168, 0.713348408035468]","[-0.6765582958467083, 1.128675530977995, 0.6608414567958868]",False
c1,native16@C3,native16,balanced,128,0,"[-0.6009054238819862, 0.948366572083701, 0.8000488410791906]","[-1.0604594653176944, 1.3999613568239309, 0.7866308691652958]","[-0.6765582958467083, 1.128675530977995, 0.6608414567958868]",False
c1,native16@C3,native16,balanced,128,1,"[-0.6009054238819862, 0.948366572083701, 0.8000488410791906]","[-0.9989919848931623, 1.3362654423362106, 0.6451627556723462]","[-0.6765582958467083, 1.128675530977995, 0.6608414567958868]",False
c1,native16@C3,native16,balanced,128,2,"[-0.6009054238819862, 0.948366572083701, 0.8000488410791906]","[-0.9326457922331195, 1.259349495829402, 0.7843715875725736]","[-0.6765582958467083, 1.128675530977995, 0.6608414567958868]",False
c1,native16@C3,native16,balanced,128,3,"[-0.6009054238819862, 0.948366572083701, 0.8000488410791906]","[-0.7970300138884704, 1.2267542343776006, 0.6875353808909854]","[-0.6765582958467083, 1.128675530977995, 0.6608414567958868]",False
c1,native16@C3,native16,balanced,128,4,"[-0.6009054238819862, 0.948366572083701, 0.8000488410791906]","[-0.8782739495845124, 1.3133930239892024, 0.6747466696920595]","[-0.6765582958467083, 1.128675530977995, 0.6608414567958868]",False
c1,native16@C3,native16,skew_0.7_class_0,128,0,"[-0.6009054238819862, 0.948366572083701, 0.8000488410791906]","[-1.4712403481137157, 1.485928312151616, 0.7887721494816605]","[-0.6765582958467083, 1.128675530977995, 0.6608414567958868]",False
c1,native16@C3,native16,skew_0.7_class_0,128,1,"[-0.6009054238819862, 0.948366572083701, 0.8000488410791906]","[-1.377545818624079, 1.5561690646391084, 0.7198940547782895]","[-0.6765582958467083, 1.128675530977995, 0.6608414567958868]",False
c1,native16@C3,native16,skew_0.7_class_0,128,2,"[-0.6009054238819862, 0.948366572083701, 0.8000488410791906]","[-1.520172393960801, 1.6321614305851255, 0.7371548973721102]","[-0.6765582958467083, 1.128675530977995, 0.6608414567958868]",False
c1,native16@C3,native16,skew_0.7_class_0,128,3,"[-0.6009054238819862, 0.948366572083701, 0.8000488410791906]","[-1.4334575483896121, 1.5866350621265133, 0.7715013410676814]","[-0.6765582958467083, 1.128675530977995, 0.6608414567958868]",False
c1,native16@C3,native16,skew_0.7_class_0,128,4,"[-0.6009054238819862, 0.948366572083701, 0.8000488410791906]","[-1.5158015489147676, 1.574316543339722, 0.6943755610418908]","[-0.6765582958467083, 1.128675530977995, 0.6608414567958868]",False
c1,native16@C3,native16,skew_0.7_class_1,128,0,"[-0.6009054238819862, 0.948366572083701, 0.8000488410791906]","[-0.46205163945671474, 0.9498989161805862, 0.7321740418002873]","[-0.6765582958467083, 1.128675530977995, 0.6608414567958868]",False
c1,native16@C3,native16,skew_0.7_class_1,128,1,"[-0.6009054238819862, 0.948366572083701, 0.8000488410791906]","[-0.4566747271549176, 0.9934549207697262, 0.7006942876797196]","[-0.6765582958467083, 1.128675530977995, 0.6608414567958868]",False
c1,native16@C3,native16,skew_0.7_class_1,128,2,"[-0.6009054238819862, 0.948366572083701, 0.8000488410791906]","[-0.4070091098348945, 0.959094279800349, 0.6861276961348228]","[-0.6765582958467083, 1.128675530977995, 0.6608414567958868]",False
c1,native16@C3,native16,skew_0.7_class_1,128,3,"[-0.6009054238819862, 0.948366572083701, 0.8000488410791906]","[-0.45959652052992894, 0.9887288128676294, 0.7056059016039967]","[-0.6765582958467083, 1.128675530977995, 0.6608414567958868]",False
c1,native16@C3,native16,skew_0.7_class_1,128,4,"[-0.6009054238819862, 0.948366572083701, 0.8000488410791906]","[-0.41934647467085917, 0.9700746358318867, 0.6759041118939078]","[-0.6765582958467083, 1.128675530977995, 0.6608414567958868]",False
c1,native16@C3,native16,skew_0.7_class_2,128,0,"[-0.6009054238819862, 0.948366572083701, 0.8000488410791906]","[-0.7694130166180708, 1.3382554775927777, 0.5230686661477462]","[-0.6765582958467083, 1.128675530977995, 0.6608414567958868]",False
c1,native16@C3,native16,skew_0.7_class_2,128,1,"[-0.6009054238819862, 0.948366572083701, 0.8000488410791906]","[-1.01853350561455, 1.4077818820851884, 0.6038087701258362]","[-0.6765582958467083, 1.128675530977995, 0.6608414567958868]",False
c1,native16@C3,native16,skew_0.7_class_2,128,2,"[-0.6009054238819862, 0.948366572083701, 0.8000488410791906]","[-0.965992884290452, 1.3891242829347712, 0.5749169339775032]","[-0.6765582958467083, 1.128675530977995, 0.6608414567958868]",False
c1,native16@C3,native16,skew_0.7_class_2,128,3,"[-0.6009054238819862, 0.948366572083701, 0.8000488410791906]","[-0.9238783313491655, 1.3638239269150072, 0.5538106790843744]","[-0.6765582958467083, 1.128675530977995, 0.6608414567958868]",False
c1,native16@C3,native16,skew_0.7_class_2,128,4,"[-0.6009054238819862, 0.948366572083701, 0.8000488410791906]","[-0.8197285529246378, 1.3287340767509193, 0.5873623120719309]","[-0.6765582958467083, 1.128675530977995, 0.6608414567958868]",False
c1,native16@C3,native16,skew_0.7_class_3,128,0,"[-0.6009054238819862, 0.948366572083701, 0.8000488410791906]","[-0.6657055500088824, 1.3091464148555265, 0.6216933786856504]","[-0.6765582958467083, 1.128675530977995, 0.6608414567958868]",False
c1,native16@C3,native16,skew_0.7_class_3,128,1,"[-0.6009054238819862, 0.948366572083701, 0.8000488410791906]","[-0.6119290990422835, 1.3047517250203027, 0.6236236660764493]","[-0.6765582958467083, 1.128675530977995, 0.6608414567958868]",False
c1,native16@C3,native16,skew_0.7_class_3,128,2,"[-0.6009054238819862, 0.948366572083701, 0.8000488410791906]","[-0.658949901402218, 1.3288375598014797, 0.6537385434772199]","[-0.6765582958467083, 1.128675530977995, 0.6608414567958868]",False
c1,native16@C3,native16,skew_0.7_class_3,128,3,"[-0.6009054238819862, 0.948366572083701, 0.8000488410791906]","[-0.6147990172364636, 1.3454696220014986, 0.6848686948043988]","[-0.6765582958467083, 1.128675530977995, 0.6608414567958868]",False
c1,native16@C3,native16,skew_0.7_class_3,128,4,"[-0.6009054238819862, 0.948366572083701, 0.8000488410791906]","[-0.49856108322895615, 1.2466742678647356, 0.6129850638676948]","[-0.6765582958467083, 1.128675530977995, 0.6608414567958868]",False
c1,native16@C4,native16,random,32,0,"[-0.18355456841068252, 0.8771832882999617, 0.8634188242026651]","[-0.31096347025687754, 1.1600119904945163, 0.9107017388394776]","[-0.16520844452750139, 0.8596078481178155, 0.952580717318583]",False
c1,native16@C4,native16,random,32,1,"[-0.18355456841068252, 0.8771832882999617, 0.8634188242026651]","[-0.30490955165120376, 1.1583973624308828, 0.9185158060660433]","[-0.16520844452750139, 0.8596078481178155, 0.952580717318583]",False
c1,native16@C4,native16,random,32,2,"[-0.18355456841068252, 0.8771832882999617, 0.8634188242026651]","[-0.10401027909307316, 0.9485856166817137, 0.9580994379205824]","[-0.16520844452750139, 0.8596078481178155, 0.952580717318583]",False
c1,native16@C4,native16,random,32,3,"[-0.18355456841068252, 0.8771832882999617, 0.8634188242026651]","[-0.0638535645180017, 1.0037132848871364, 0.9814007196823238]","[-0.16520844452750139, 0.8596078481178155, 0.952580717318583]",False
c1,native16@C4,native16,random,32,4,"[-0.18355456841068252, 0.8771832882999617, 0.8634188242026651]","[-0.4354588948519172, 1.0930637349182923, 0.9661839347732712]","[-0.16520844452750139, 0.8596078481178155, 0.952580717318583]",False
c1,native16@C4,native16,balanced,128,0,"[-0.18355456841068252, 0.8771832882999617, 0.8634188242026651]","[-0.6050685568614135, 1.1659554780529007, 1.0500164336923377]","[-0.16520844452750139, 0.8596078481178155, 0.952580717318583]",False
c1,native16@C4,native16,balanced,128,1,"[-0.18355456841068252, 0.8771832882999617, 0.8634188242026651]","[-0.5802757893440899, 1.1280371662005817, 0.9674708582145185]","[-0.16520844452750139, 0.8596078481178155, 0.952580717318583]",False
c1,native16@C4,native16,balanced,128,2,"[-0.18355456841068252, 0.8771832882999617, 0.8634188242026651]","[-0.4873713204755156, 1.0307481267537868, 1.079523065800769]","[-0.16520844452750139, 0.8596078481178155, 0.952580717318583]",False
c1,native16@C4,native16,balanced,128,3,"[-0.18355456841068252, 0.8771832882999617, 0.8634188242026651]","[-0.36177703637078984, 1.026583131675267, 0.9775347400400186]","[-0.16520844452750139, 0.8596078481178155, 0.952580717318583]",False
c1,native16@C4,native16,balanced,128,4,"[-0.18355456841068252, 0.8771832882999617, 0.8634188242026651]","[-0.33088412708190756, 1.0525378431173595, 0.9099844244261008]","[-0.16520844452750139, 0.8596078481178155, 0.952580717318583]",False
c1,native16@C4,native16,skew_0.7_class_0,128,0,"[-0.18355456841068252, 0.8771832882999617, 0.8634188242026651]","[-0.909217690466897, 1.1970892084547144, 1.0625410714749033]","[-0.16520844452750139, 0.8596078481178155, 0.952580717318583]",False
c1,native16@C4,native16,skew_0.7_class_0,128,1,"[-0.18355456841068252, 0.8771832882999617, 0.8634188242026651]","[-0.9383476105173809, 1.2746653418385059, 1.0337317745564343]","[-0.16520844452750139, 0.8596078481178155, 0.952580717318583]",False
c1,native16@C4,native16,skew_0.7_class_0,128,2,"[-0.18355456841068252, 0.8771832882999617, 0.8634188242026651]","[-1.0778969680456765, 1.3644854779568423, 1.0605880362479532]","[-0.16520844452750139, 0.8596078481178155, 0.952580717318583]",False
c1,native16@C4,native16,skew_0.7_class_0,128,3,"[-0.18355456841068252, 0.8771832882999617, 0.8634188242026651]","[-0.8887199475524263, 1.3094399202761162, 1.028162947845173]","[-0.16520844452750139, 0.8596078481178155, 0.952580717318583]",False
c1,native16@C4,native16,skew_0.7_class_0,128,4,"[-0.18355456841068252, 0.8771832882999617, 0.8634188242026651]","[-0.9708784933418636, 1.2583435789513708, 1.0178663454115426]","[-0.16520844452750139, 0.8596078481178155, 0.952580717318583]",False
c1,native16@C4,native16,skew_0.7_class_1,128,0,"[-0.18355456841068252, 0.8771832882999617, 0.8634188242026651]","[0.05687763552915644, 0.650018579763151, 0.9989746992149539]","[-0.16520844452750139, 0.8596078481178155, 0.952580717318583]",False
c1,native16@C4,native16,skew_0.7_class_1,128,1,"[-0.18355456841068252, 0.8771832882999617, 0.8634188242026651]","[0.06847303864264041, 0.7244125238898634, 0.9475419214545041]","[-0.16520844452750139, 0.8596078481178155, 0.952580717318583]",False
c1,native16@C4,native16,skew_0.7_class_1,128,2,"[-0.18355456841068252, 0.8771832882999617, 0.8634188242026651]","[0.0785534501749451, 0.716298235287167, 0.9627854982280791]","[-0.16520844452750139, 0.8596078481178155, 0.952580717318583]",False
c1,native16@C4,native16,skew_0.7_class_1,128,3,"[-0.18355456841068252, 0.8771832882999617, 0.8634188242026651]","[0.1371751140150584, 0.7395702396215497, 0.9374246952741092]","[-0.16520844452750139, 0.8596078481178155, 0.952580717318583]",False
c1,native16@C4,native16,skew_0.7_class_1,128,4,"[-0.18355456841068252, 0.8771832882999617, 0.8634188242026651]","[0.04664503638864051, 0.7323116351986931, 0.9308581934340573]","[-0.16520844452750139, 0.8596078481178155, 0.952580717318583]",False
c1,native16@C4,native16,skew_0.7_class_2,128,0,"[-0.18355456841068252, 0.8771832882999617, 0.8634188242026651]","[-0.20993182917067044, 1.0546665137035391, 0.823833245177429]","[-0.16520844452750139, 0.8596078481178155, 0.952580717318583]",False
c1,native16@C4,native16,skew_0.7_class_2,128,1,"[-0.18355456841068252, 0.8771832882999617, 0.8634188242026651]","[-0.5115531594034919, 1.1395485162181154, 0.8639005582110076]","[-0.16520844452750139, 0.8596078481178155, 0.952580717318583]",False
c1,native16@C4,native16,skew_0.7_class_2,128,2,"[-0.18355456841068252, 0.8771832882999617, 0.8634188242026651]","[-0.5098742880496602, 1.1751914228904563, 0.8318643903377425]","[-0.16520844452750139, 0.8596078481178155, 0.952580717318583]",False
c1,native16@C4,native16,skew_0.7_class_2,128,3,"[-0.18355456841068252, 0.8771832882999617, 0.8634188242026651]","[-0.36925197410957655, 1.061005530516122, 0.852586351129548]","[-0.16520844452750139, 0.8596078481178155, 0.952580717318583]",False
c1,native16@C4,native16,skew_0.7_class_2,128,4,"[-0.18355456841068252, 0.8771832882999617, 0.8634188242026651]","[-0.32751403237755894, 1.081813181098159, 0.878940228689632]","[-0.16520844452750139, 0.8596078481178155, 0.952580717318583]",False
c1,native16@C4,native16,skew_0.7_class_3,128,0,"[-0.18355456841068252, 0.8771832882999617, 0.8634188242026651]","[-0.3151839791862699, 1.1354605681301158, 0.957634356456439]","[-0.16520844452750139, 0.8596078481178155, 0.952580717318583]",False
c1,native16@C4,native16,skew_0.7_class_3,128,1,"[-0.18355456841068252, 0.8771832882999617, 0.8634188242026651]","[-0.12194328972445137, 1.0094481111298124, 0.9607246348616717]","[-0.16520844452750139, 0.8596078481178155, 0.952580717318583]",False
c1,native16@C4,native16,skew_0.7_class_3,128,2,"[-0.18355456841068252, 0.8771832882999617, 0.8634188242026651]","[-0.20566786875291204, 1.106257408978041, 0.9946204096459383]","[-0.16520844452750139, 0.8596078481178155, 0.952580717318583]",False
c1,native16@C4,native16,skew_0.7_class_3,128,3,"[-0.18355456841068252, 0.8771832882999617, 0.8634188242026651]","[-0.16816035915409683, 1.078941051629951, 1.0095032554707093]","[-0.16520844452750139, 0.8596078481178155, 0.952580717318583]",False
c1,native16@C4,native16,skew_0.7_class_3,128,4,"[-0.18355456841068252, 0.8771832882999617, 0.8634188242026651]","[-0.045213793929258964, 0.9836162568721264, 0.9974368012108559]","[-0.16520844452750139, 0.8596078481178155, 0.952580717318583]",False
c1,native16@CP1,native16,random,32,0,"[-0.6025510801171616, 0.7900157704354046, 0.9395217719025452]","[-1.0788167742122672, 1.1297351713756616, 1.0115827780892337]","[-0.5970996680261271, 0.8449691231781365, 0.8807269913213513]",False
c1,native16@CP1,native16,random,32,1,"[-0.6025510801171616, 0.7900157704354046, 0.9395217719025452]","[-0.8455090262283145, 1.1604042396550354, 0.8496378836106455]","[-0.5970996680261271, 0.8449691231781365, 0.8807269913213513]",False
c1,native16@CP1,native16,random,32,2,"[-0.6025510801171616, 0.7900157704354046, 0.9395217719025452]","[-0.8074590019952351, 0.9571922219206442, 0.9308021587467714]","[-0.5970996680261271, 0.8449691231781365, 0.8807269913213513]",False
c1,native16@CP1,native16,random,32,3,"[-0.6025510801171616, 0.7900157704354046, 0.9395217719025452]","[-0.5775364104510404, 1.0228787055179058, 0.8255319078524348]","[-0.5970996680261271, 0.8449691231781365, 0.8807269913213513]",False
c1,native16@CP1,native16,random,32,4,"[-0.6025510801171616, 0.7900157704354046, 0.9395217719025452]","[-0.8482862968819356, 1.0306914104159812, 0.9233910956794036]","[-0.5970996680261271, 0.8449691231781365, 0.8807269913213513]",False
c1,native16@CP1,native16,balanced,128,0,"[-0.6025510801171616, 0.7900157704354046, 0.9395217719025452]","[-1.021204587118153, 1.1160455202972985, 1.0130397759698517]","[-0.5970996680261271, 0.8449691231781365, 0.8807269913213513]",False
c1,native16@CP1,native16,balanced,128,1,"[-0.6025510801171616, 0.7900157704354046, 0.9395217719025452]","[-0.9220278831720106, 1.0481835628946992, 0.9034873962364441]","[-0.5970996680261271, 0.8449691231781365, 0.8807269913213513]",False
c1,native16@CP1,native16,balanced,128,2,"[-0.6025510801171616, 0.7900157704354046, 0.9395217719025452]","[-0.8671374565694557, 1.0048112600279802, 0.9811163309896278]","[-0.5970996680261271, 0.8449691231781365, 0.8807269913213513]",False
c1,native16@CP1,native16,balanced,128,3,"[-0.6025510801171616, 0.7900157704354046, 0.9395217719025452]","[-0.7128195479522522, 0.9983750165550055, 0.8973545183194063]","[-0.5970996680261271, 0.8449691231781365, 0.8807269913213513]",False
c1,native16@CP1,native16,balanced,128,4,"[-0.6025510801171616, 0.7900157704354046, 0.9395217719025452]","[-0.8416135724937046, 1.0436010939948466, 0.8769612417137786]","[-0.5970996680261271, 0.8449691231781365, 0.8807269913213513]",False
c1,native16@CP1,native16,skew_0.7_class_0,128,0,"[-0.6025510801171616, 0.7900157704354046, 0.9395217719025452]","[-1.3992611000841868, 1.2464366590414242, 1.0054034687891047]","[-0.5970996680261271, 0.8449691231781365, 0.8807269913213513]",False
c1,native16@CP1,native16,skew_0.7_class_0,128,1,"[-0.6025510801171616, 0.7900157704354046, 0.9395217719025452]","[-1.3593332576077028, 1.3292022302675695, 0.9547389097191143]","[-0.5970996680261271, 0.8449691231781365, 0.8807269913213513]",False
c1,native16@CP1,native16,skew_0.7_class_0,128,2,"[-0.6025510801171616, 0.7900157704354046, 0.9395217719025452]","[-1.5063452456633304, 1.3982278542377014, 1.0037781371553687]","[-0.5970996680261271, 0.8449691231781365, 0.8807269913213513]",False
c1,native16@CP1,native16,skew_0.7_class_0,128,3,"[-0.6025510801171616, 0.7900157704354046, 0.9395217719025452]","[-1.4180831839396104, 1.3160081038848697, 1.0428725173008848]","[-0.5970996680261271, 0.8449691231781365, 0.8807269913213513]",False
c1,native16@CP1,native16,skew_0.7_class_0,128,4,"[-0.6025510801171616, 0.7900157704354046, 0.9395217719025452]","[-1.5625107446376219, 1.3614394112119061, 0.9764109572314614]","[-0.5970996680261271, 0.8449691231781365, 0.8807269913213513]",False
c1,native16@CP1,native16,skew_0.7_class_1,128,0,"[-0.6025510801171616, 0.7900157704354046, 0.9395217719025452]","[-0.3104101873655537, 0.6327362975082405, 0.9109412606285965]","[-0.5970996680261271, 0.8449691231781365, 0.8807269913213513]",False
c1,native16@CP1,native16,skew_0.7_class_1,128,1,"[-0.6025510801171616, 0.7900157704354046, 0.9395217719025452]","[-0.33503470861518625, 0.6997610283844078, 0.8846702023613623]","[-0.5970996680261271, 0.8449691231781365, 0.8807269913213513]",False
c1,native16@CP1,native16,skew_0.7_class_1,128,2,"[-0.6025510801171616, 0.7900157704354046, 0.9395217719025452]","[-0.3110049160889236, 0.668184957779999, 0.8839055779655274]","[-0.5970996680261271, 0.8449691231781365, 0.8807269913213513]",False
c1,native16@CP1,native16,skew_0.7_class_1,128,3,"[-0.6025510801171616, 0.7900157704354046, 0.9395217719025452]","[-0.23492585830463927, 0.6931065925829354, 0.862985165782941]","[-0.5970996680261271, 0.8449691231781365, 0.8807269913213513]",False
c1,native16@CP1,native16,skew_0.7_class_1,128,4,"[-0.6025510801171616, 0.7900157704354046, 0.9395217719025452]","[-0.3081513440181075, 0.6749842066439976, 0.8737070711425308]","[-0.5970996680261271, 0.8449691231781365, 0.8807269913213513]",False
c1,native16@CP1,native16,skew_0.7_class_2,128,0,"[-0.6025510801171616, 0.7900157704354046, 0.9395217719025452]","[-0.6762295035634028, 1.0653462231434656, 0.7207124997833309]","[-0.5970996680261271, 0.8449691231781365, 0.8807269913213513]",False
c1,native16@CP1,native16,skew_0.7_class_2,128,1,"[-0.6025510801171616, 0.7900157704354046, 0.9395217719025452]","[-0.8871842693594801, 1.1221114760110524, 0.7817400536419673]","[-0.5970996680261271, 0.8449691231781365, 0.8807269913213513]",False
c1,native16@CP1,native16,skew_0.7_class_2,128,2,"[-0.6025510801171616, 0.7900157704354046, 0.9395217719025452]","[-0.8104911362465363, 1.0887281448748116, 0.7957368674574997]","[-0.5970996680261271, 0.8449691231781365, 0.8807269913213513]",False
