condition,batch_size,repeat,target_view,montage,held_out_reference,base_prior_weight,class_trust_caps,applied_class_weights,safe_bias,target_reference_labels_used
random,16,0,native16@FC2,native16,fc2,0.1900518134047963,"[0.20089395499491625, 0.26230061862699383, 0.5730556877127845, 0.22149672793352243]","[0.1900518134047963, 0.1900518134047963, 0.1900518134047963, 0.1900518134047963]","[-1.8465174113208713, -1.360619450844401, 2.1272337822072784]",False
random,16,0,native16@FC3,native16,fc3,0.1801557795198082,"[0.18106711550873086, 0.2601356052819577, 0.543821916441203, 0.22074915154618202]","[0.1801557795198082, 0.1801557795198082, 0.1801557795198082, 0.1801557795198082]","[-0.6371624536327151, -1.9401258786589373, 1.632853236210236]",False
random,16,0,native16@FC4,native16,fc4,0.1965589449711846,"[0.21862254245365706, 0.2587411204588306, 0.5925507895755131, 0.22829194118429047]","[0.1965589449711846, 0.1965589449711846, 0.1965589449711846, 0.1965589449711846]","[-2.092065102650002, -0.8550482833572146, 2.0478946308504398]",False
random,16,0,native16@Fz,native16,fz,0.194358961908368,"[0.21467371054962142, 0.25771620420555563, 0.5826971885210974, 0.21479324341889008]","[0.194358961908368, 0.194358961908368, 0.194358961908368, 0.194358961908368]","[-1.7428343705585063, -1.514743498532709, 2.190597281713311]",False
random,16,0,native16@Pz,native16,pz,0.1999232907849441,"[0.21700079342175094, 0.26750592305881976, 0.5877209062271106, 0.23079389614798712]","[0.1999232907849441, 0.1999232907849441, 0.1999232907849441, 0.1999232907849441]","[-1.0508467052219401, -1.2566025861337031, 1.8870326385431635]",False
random,16,0,native32@C1,native32,c1,0.1953806105301884,"[0.21176946536367788, 0.26521669284069876, 0.577782379957178, 0.23909556355924652]","[0.1953806105301884, 0.1953806105301884, 0.1953806105301884, 0.1953806105301884]","[-0.23033737114170494, -1.2760645584533479, 1.78580481576026]",False
random,16,0,native32@C2,native32,c2,0.1950547478737816,"[0.21662621769434257, 0.25745323554925936, 0.5801023838041184, 0.23157573156043476]","[0.1950547478737816, 0.1950547478737816, 0.1950547478737816, 0.1950547478737816]","[-0.9381801090375346, -0.7701552026037743, 2.0308623377618664]",False
random,16,0,native32@C3,native32,c3,0.1904042617177993,"[0.20736314459676727, 0.2578891823858586, 0.575509247613532, 0.2298362520177884]","[0.1904042617177993, 0.1904042617177993, 0.1904042617177993, 0.1904042617177993]","[0.1997314515369107, -1.3489067985559304, 1.513411743161065]",False
random,16,0,native32@C4,native32,c4,0.1834295049109413,"[0.20753524835218293, 0.23070182172291742, 0.5830816089766359, 0.23369016748555074]","[0.1834295049109413, 0.1834295049109413, 0.1834295049109413, 0.1834295049109413]","[-1.1940304500053878, -0.3472789771513195, 1.9976359893157225]",False
random,16,0,native32@C5,native32,c5,0.1919064880960236,"[0.20471475391081895, 0.2649545276953192, 0.5657214784025694, 0.23959798136646607]","[0.1919064880960236, 0.1919064880960236, 0.1919064880960236, 0.1919064880960236]","[0.7163288421097754, -1.4017044713262667, 1.192168668658181]",False
random,16,0,native32@C6,native32,c6,0.2014412932775459,"[0.2158259974687537, 0.269296442125042, 0.5920273680435041, 0.23528058528850013]","[0.2014412932775459, 0.2014412932775459, 0.2014412932775459, 0.2014412932775459]","[-1.3768726138896372, 0.30222698489668415, 1.8273359164356802]",False
random,16,0,native32@CP1,native32,cp1,0.1926600819751851,"[0.20286432238856142, 0.2629098067038385, 0.5789866950415364, 0.2375829544007703]","[0.1926600819751851, 0.1926600819751851, 0.1926600819751851, 0.1926600819751851]","[-0.1572527189777626, -1.1734003976666272, 1.7489686142668521]",False
random,16,0,native32@CP2,native32,cp2,0.1983850924306374,"[0.21588814011703306, 0.26479606696345337, 0.5853075023750998, 0.23417098757190957]","[0.1983850924306374, 0.1983850924306374, 0.1983850924306374, 0.1983850924306374]","[-0.6722657941102779, -0.6484293715977142, 1.9766382676670144]",False
random,16,0,native32@CP3,native32,cp3,0.1821369795430931,"[0.20058510064011145, 0.24026561048421688, 0.56875408578877, 0.22049791278227607]","[0.1821369795430931, 0.1821369795430931, 0.1821369795430931, 0.1821369795430931]","[0.22821349072147634, -1.3595279602968557, 1.4890479732822208]",False
random,16,0,native32@CP4,native32,cp4,0.1971524780066577,"[0.21184491495359317, 0.2661732238989175, 0.5849677157576909, 0.23605821834769458]","[0.1971524780066577, 0.1971524780066577, 0.1971524780066577, 0.1971524780066577]","[-0.921391490094471, -0.17160301880341455, 1.962284280773482]",False
random,16,0,native32@CP5,native32,cp5,0.1906220600846495,"[0.20323606263828406, 0.2586150664430668, 0.5687490142675843, 0.22210660549054653]","[0.1906220600846495, 0.1906220600846495, 0.1906220600846495, 0.1906220600846495]","[0.7497928501168816, -1.2903614723123242, 1.1114910903060247]",False
random,16,0,native32@CP6,native32,cp6,0.192441063071122,"[0.21764218984874031, 0.24447908224638693, 0.5782487070408457, 0.22876943056747767]","[0.192441063071122, 0.192441063071122, 0.192441063071122, 0.192441063071122]","[-1.1043971307157983, 0.49619494403218367, 1.8244226681608184]",False
random,16,0,native32@CPz,native32,cpz,0.1971732582933757,"[0.21554391610998627, 0.2640980671583233, 0.5834914923235958, 0.23637640296925452]","[0.1971732582933757, 0.1971732582933757, 0.1971732582933757, 0.1971732582933757]","[-0.4414774907033573, -0.9691192407424166, 1.920879938275264]",False
random,16,0,native32@Cz,native32,cz,0.195664310014325,"[0.21343826483051428, 0.26204467478744453, 0.5821921954852084, 0.23632159856298243]","[0.195664310014325, 0.195664310014325, 0.195664310014325, 0.195664310014325]","[-0.6218647354386477, -1.0478664285849506, 1.9915615196771475]",False
random,16,0,native32@F1,native32,f1,0.1931087650144092,"[0.20507570512554188, 0.2632960708303982, 0.5827526620291631, 0.22199716109661372]","[0.1931087650144092, 0.1931087650144092, 0.1931087650144092, 0.1931087650144092]","[-0.6732505028619221, -1.3608193249705416, 2.1492215603337046]",False
random,16,0,native32@F2,native32,f2,0.1932840008071383,"[0.2115139476783557, 0.26171002145387945, 0.5670550378283142, 0.2354113966112718]","[0.1932840008071383, 0.1932840008071383, 0.1932840008071383, 0.1932840008071383]","[-1.4216674175853572, -0.9076756381532785, 2.332594311279884]",False
random,16,0,native32@F3,native32,f3,0.1949773735465867,"[0.21172217964535567, 0.2626898271993635, 0.5841262448541953, 0.24067023362478165]","[0.1949773735465867, 0.1949773735465867, 0.1949773735465867, 0.1949773735465867]","[-0.15937202691086816, -1.5575082921299976, 1.9192273000534774]",False
random,16,0,native32@F4,native32,f4,0.1769443707036166,"[0.21235395961515674, 0.2198833036808974, 0.552484244482295, 0.2381469414031447]","[0.1769443707036166, 0.1769443707036166, 0.1769443707036166, 0.1769443707036166]","[-1.8418358150892247, -0.37535249583374874, 2.2365806722660926]",False
random,16,0,native32@FC1,native32,fc1,0.195955251857728,"[0.2138387666849401, 0.2641813367098859, 0.581618726748673, 0.23783999293922412]","[0.195955251857728, 0.195955251857728, 0.195955251857728, 0.195955251857728]","[-0.4108739758084985, -1.2246736422756275, 1.936590417392034]",False
random,16,0,native32@FC2,native32,fc2,0.1900518134047963,"[0.20089395499491625, 0.26230061862699383, 0.5730556877127845, 0.22149672793352243]","[0.1900518134047963, 0.1900518134047963, 0.1900518134047963, 0.1900518134047963]","[-1.1397763664271783, -0.7768659849272476, 2.1608767811340384]",False
random,16,0,native32@FC3,native32,fc3,0.1801557795198082,"[0.18106711550873086, 0.2601356052819577, 0.543821916441203, 0.22074915154618202]","[0.1801557795198082, 0.1801557795198082, 0.1801557795198082, 0.1801557795198082]","[-0.010277096386072715, -1.4665688843896705, 1.7552255493801427]",False
random,16,0,native32@FC4,native32,fc4,0.1965589449711846,"[0.21862254245365706, 0.2587411204588306, 0.5925507895755131, 0.22829194118429047]","[0.1965589449711846, 0.1965589449711846, 0.1965589449711846, 0.1965589449711846]","[-1.4557819666354437, -0.34517925425995305, 2.082079790844042]",False
random,16,0,native32@FC5,native32,fc5,0.1930297910229206,"[0.2154505875604351, 0.25159832691081313, 0.5820252066385312, 0.2234123860983917]","[0.1930297910229206, 0.1930297910229206, 0.1930297910229206, 0.1930297910229206]","[0.5440713390606302, -1.3537738294888577, 1.4280411594721816]",False
random,16,0,native32@FC6,native32,fc6,0.1790439755974492,"[0.2102444698975411, 0.2523433033269211, 0.48696360872536726, 0.2375628699497031]","[0.1790439755974492, 0.1790439755974492, 0.1790439755974492, 0.1790439755974492]","[-1.7301247877472148, 0.23695831879385465, 2.1034322900484885]",False
random,16,0,native32@Fz,native32,fz,0.194358961908368,"[0.21467371054962142, 0.25771620420555563, 0.5826971885210974, 0.21479324341889008]","[0.194358961908368, 0.194358961908368, 0.194358961908368, 0.194358961908368]","[-1.183859363339667, -1.0728938344866648, 2.3368081440813895]",False
random,16,0,native32@O1,native32,o1,0.204573295838009,"[0.2245553521882233, 0.26362027939088534, 0.6052040580067992, 0.23680916749223702]","[0.204573295838009, 0.204573295838009, 0.204573295838009, 0.204573295838009]","[-0.28675695556636727, -1.1190814242259481, 2.005935645691783]",False
random,16,0,native32@O2,native32,o2,0.208105547356873,"[0.21876479481497269, 0.27761893137714494, 0.6140405671493625, 0.23923505771293235]","[0.208105547356873, 0.208105547356873, 0.208105547356873, 0.208105547356873]","[-0.6352957539182591, -0.39639116260229684, 2.2518414563833637]",False
random,16,0,native32@P3,native32,p3,0.1970019807913537,"[0.21252811100145955, 0.2649841487723293, 0.5811918690601707, 0.23836838126191864]","[0.1970019807913537, 0.1970019807913537, 0.1970019807913537, 0.1970019807913537]","[0.30368891672064224, -1.277050561987668, 1.4907557270061493]",False
random,16,0,native32@P4,native32,p4,0.1966178052934032,"[0.21456826265115012, 0.26175197941561057, 0.5753183110948835, 0.23625960471033522]","[0.1966178052934032, 0.1966178052934032, 0.1966178052934032, 0.1966178052934032]","[-0.6812681398939906, -0.13101457073509082, 2.007430577859509]",False
random,16,0,native32@PO3,native32,po3,0.1967537155671695,"[0.20729413487993847, 0.2689006626747432, 0.5812053818109639, 0.23856361955779337]","[0.1967537155671695, 0.1967537155671695, 0.1967537155671695, 0.1967537155671695]","[0.2118960113221649, -1.2811374830614677, 1.5331567831480584]",False
random,16,0,native32@PO4,native32,po4,0.1962616143879925,"[0.2169267707552861, 0.2556181067858217, 0.5772643362612522, 0.23303114147781204]","[0.1962616143879925, 0.1962616143879925, 0.1962616143879925, 0.1962616143879925]","[-0.6219932730925761, 0.040112933684509244, 2.088446533072336]",False
random,16,0,native32@Pz,native32,pz,0.1999232907849441,"[0.21700079342175094, 0.26750592305881976, 0.5877209062271106, 0.23079389614798712]","[0.1999232907849441, 0.1999232907849441, 0.1999232907849441, 0.1999232907849441]","[-0.3462753937778476, -0.8048827581575846, 1.9511998946345097]",False
random,16,1,native16@C1,native16,c1,0.1953806105301884,"[0.21176946536367788, 0.26521669284069876, 0.577782379957178, 0.23909556355924652]","[0.1953806105301884, 0.1953806105301884, 0.1953806105301884, 0.1953806105301884]","[-0.9899833894346914, -1.785180099128464, 1.660632381721786]",False
random,16,1,native16@C2,native16,c2,0.1950547478737816,"[0.21662621769434257, 0.25745323554925936, 0.5801023838041184, 0.23157573156043476]","[0.1950547478737816, 0.1950547478737816, 0.1950547478737816, 0.1950547478737816]","[-1.6258429446126015, -1.220488897942348, 1.8768039601463722]",False
random,16,1,native16@C3,native16,c3,0.1904042617177993,"[0.20736314459676727, 0.2578891823858586, 0.575509247613532, 0.2298362520177884]","[0.1904042617177993, 0.1904042617177993, 0.1904042617177993, 0.1904042617177993]","[-0.5635125482979326, -1.926234250456648, 1.4485335428143733]",False
random,16,1,native16@C4,native16,c4,0.1834295049109413,"[0.20753524835218293, 0.23070182172291742, 0.5830816089766359, 0.23369016748555074]","[0.1834295049109413, 0.1834295049109413, 0.1834295049109413, 0.1834295049109413]","[-1.82123878976921, -0.834652037319866, 1.8311059514517898]",False
random,16,1,native16@CP1,native16,cp1,0.1926600819751851,"[0.20286432238856142, 0.2629098067038385, 0.5789866950415364, 0.2375829544007703]","[0.1926600819751851, 0.1926600819751851, 0.1926600819751851, 0.1926600819751851]","[-0.9146873205674804, -1.6388998284662395, 1.6735881798731493]",False
random,16,1,native16@CP2,native16,cp2,0.1983850924306374,"[0.21588814011703306, 0.26479606696345337, 0.5853075023750998, 0.23417098757190957]","[0.1983850924306374, 0.1983850924306374, 0.1983850924306374, 0.1983850924306374]","[-1.3614680135761397, -1.143200056586334, 1.8760959217518285]",False
random,16,1,native16@CP3,native16,cp3,0.1821369795430931,"[0.20058510064011145, 0.24026561048421688, 0.56875408578877, 0.22049791278227607]","[0.1821369795430931, 0.1821369795430931, 0.1821369795430931, 0.1821369795430931]","[-0.5865668458280833, -1.71908924469497, 1.4074722647916458]",False
random,16,1,native16@CP4,native16,cp4,0.1971524780066577,"[0.21184491495359317, 0.2661732238989175, 0.5849677157576909, 0.23605821834769458]","[0.1971524780066577, 0.1971524780066577, 0.1971524780066577, 0.1971524780066577]","[-1.5288866369226592, -0.746364379110622, 1.857026521685713]",False
random,16,1,native16@CPz,native16,cpz,0.1971732582933757,"[0.21554391610998627, 0.2640980671583233, 0.5834914923235958, 0.23637640296925452]","[0.1971732582933757, 0.1971732582933757, 0.1971732582933757, 0.1971732582933757]","[-1.1679155847790241, -1.4007781925110954, 1.803227487965003]",False
random,16,1,native16@Cz,native16,cz,0.195664310014325,"[0.21343826483051428, 0.26204467478744453, 0.5821921954852084, 0.23632159856298243]","[0.195664310014325, 0.195664310014325, 0.195664310014325, 0.195664310014325]","[-1.3603006024982702, -1.495779664913774, 1.8447867330697254]",False
random,16,1,native16@FC1,native16,fc1,0.195955251857728,"[0.2138387666849401, 0.2641813367098859, 0.581618726748673, 0.23783999293922412]","[0.195955251857728, 0.195955251857728, 0.195955251857728, 0.195955251857728]","[-1.0650888943735246, -1.813215076639249, 1.813398890376226]",False
random,16,1,native16@FC2,native16,fc2,0.1900518134047963,"[0.20089395499491625, 0.26230061862699383, 0.5730556877127845, 0.22149672793352243]","[0.1900518134047963, 0.1900518134047963, 0.1900518134047963, 0.1900518134047963]","[-1.8794226557119509, -1.2799508732225962, 2.0330775939569596]",False
random,16,1,native16@FC3,native16,fc3,0.1801557795198082,"[0.18106711550873086, 0.2601356052819577, 0.543821916441203, 0.22074915154618202]","[0.1801557795198082, 0.1801557795198082, 0.1801557795198082, 0.1801557795198082]","[-0.5994740697158298, -1.9784464857693433, 1.5773685937731832]",False
random,16,1,native16@FC4,native16,fc4,0.1965589449711846,"[0.21862254245365706, 0.2587411204588306, 0.5925507895755131, 0.22829194118429047]","[0.1965589449711846, 0.1965589449711846, 0.1965589449711846, 0.1965589449711846]","[-2.1499387419685183, -0.8436736268588012, 1.9643468095791647]",False
random,16,1,native16@Fz,native16,fz,0.194358961908368,"[0.21467371054962142, 0.25771620420555563, 0.5826971885210974, 0.21479324341889008]","[0.194358961908368, 0.194358961908368, 0.194358961908368, 0.194358961908368]","[-1.7560825641080215, -1.5307813088890776, 2.1270421016602152]",False
random,16,1,native16@Pz,native16,pz,0.1999232907849441,"[0.21700079342175094, 0.26750592305881976, 0.5877209062271106, 0.23079389614798712]","[0.1999232907849441, 0.1999232907849441, 0.1999232907849441, 0.1999232907849441]","[-1.109694373944046, -1.2323371834556291, 1.84726186533445]",False
random,16,1,native32@C1,native32,c1,0.1953806105301884,"[0.21176946536367788, 0.26521669284069876, 0.577782379957178, 0.23909556355924652]","[0.1953806105301884, 0.1953806105301884, 0.1953806105301884, 0.1953806105301884]","[-0.17432060535087796, -1.1751079120191168, 1.6428258140594483]",False
random,16,1,native32@C2,native32,c2,0.1950547478737816,"[0.21662621769434257, 0.25745323554925936, 0.5801023838041184, 0.23157573156043476]","[0.1950547478737816, 0.1950547478737816, 0.1950547478737816, 0.1950547478737816]","[-0.8084678945168426, -0.705808184259283, 1.8520872863643951]",False
random,16,1,native32@C3,native32,c3,0.1904042617177993,"[0.20736314459676727, 0.2578891823858586, 0.575509247613532, 0.2298362520177884]","[0.1904042617177993, 0.1904042617177993, 0.1904042617177993, 0.1904042617177993]","[0.27239622876280467, -1.283812217769313, 1.3817755954657889]",False
random,16,1,native32@C4,native32,c4,0.1834295049109413,"[0.20753524835218293, 0.23070182172291742, 0.5830816089766359, 0.23369016748555074]","[0.1834295049109413, 0.1834295049109413, 0.1834295049109413, 0.1834295049109413]","[-1.0964824137227425, -0.26459834492374945, 1.823823425814322]",False
random,16,1,native32@C5,native32,c5,0.1919064880960236,"[0.20471475391081895, 0.2649545276953192, 0.5657214784025694, 0.23959798136646607]","[0.1919064880960236, 0.1919064880960236, 0.1919064880960236, 0.1919064880960236]","[0.7831689785012774, -1.330504015886893, 1.0388185712342117]",False
random,16,1,native32@C6,native32,c6,0.2014412932775459,"[0.2158259974687537, 0.269296442125042, 0.5920273680435041, 0.23528058528850013]","[0.2014412932775459, 0.2014412932775459, 0.2014412932775459, 0.2014412932775459]","[-1.2671167366662883, 0.34311757133161824, 1.6800251659008272]",False
random,16,1,native32@CP1,native32,cp1,0.1926600819751851,"[0.20286432238856142, 0.2629098067038385, 0.5789866950415364, 0.2375829544007703]","[0.1926600819751851, 0.1926600819751851, 0.1926600819751851, 0.1926600819751851]","[-0.09116719357863595, -1.036615946926521, 1.6019746165869733]",False
random,16,1,native32@CP2,native32,cp2,0.1983850924306374,"[0.21588814011703306, 0.26479606696345337, 0.5853075023750998, 0.23417098757190957]","[0.1983850924306374, 0.1983850924306374, 0.1983850924306374, 0.1983850924306374]","[-0.6000866811522595, -0.530736084358859, 1.781614546141697]",False
random,16,1,native32@CP3,native32,cp3,0.1821369795430931,"[0.20058510064011145, 0.24026561048421688, 0.56875408578877, 0.22049791278227607]","[0.1821369795430931, 0.1821369795430931, 0.1821369795430931, 0.1821369795430931]","[0.255997754496166, -1.1413768606420365, 1.295472739389991]",False
random,16,1,native32@CP4,native32,cp4,0.1971524780066577,"[0.21184491495359317, 0.2661732238989175, 0.5849677157576909, 0.23605821834769458]","[0.1971524780066577, 0.1971524780066577, 0.1971524780066577, 0.1971524780066577]","[-0.8052292255202456, -0.15794426980486853, 1.7846180164547043]",False
random,16,1,native32@CP5,native32,cp5,0.1906220600846495,"[0.20323606263828406, 0.2586150664430668, 0.5687490142675843, 0.22210660549054653]","[0.1906220600846495, 0.1906220600846495, 0.1906220600846495, 0.1906220600846495]","[0.7849047690198789, -1.1385827274547795, 0.9434770126053884]",False
random,16,1,native32@CP6,native32,cp6,0.192441063071122,"[0.21764218984874031, 0.24447908224638693, 0.5782487070408457, 0.22876943056747767]","[0.192441063071122, 0.192441063071122, 0.192441063071122, 0.192441063071122]","[-1.0602051379878066, 0.5428010500424425, 1.6796114229400148]",False
random,16,1,native32@CPz,native32,cpz,0.1971732582933757,"[0.21554391610998627, 0.2640980671583233, 0.5834914923235958, 0.23637640296925452]","[0.1971732582933757, 0.1971732582933757, 0.1971732582933757, 0.1971732582933757]","[-0.3479279414536611, -0.7652951495706228, 1.7167308365357061]",False
random,16,1,native32@Cz,native32,cz,0.195664310014325,"[0.21343826483051428, 0.26204467478744453, 0.5821921954852084, 0.23632159856298243]","[0.195664310014325, 0.195664310014325, 0.195664310014325, 0.195664310014325]","[-0.5723225685315534, -0.9031510277654723, 1.8363619545168008]",False
random,16,1,native32@F1,native32,f1,0.1931087650144092,"[0.20507570512554188, 0.2632960708303982, 0.5827526620291631, 0.22199716109661372]","[0.1931087650144092, 0.1931087650144092, 0.1931087650144092, 0.1931087650144092]","[-0.5920749197849182, -1.275464084361338, 2.0173335035218627]",False
random,16,1,native32@F2,native32,f2,0.1932840008071383,"[0.2115139476783557, 0.26171002145387945, 0.5670550378283142, 0.2354113966112718]","[0.1932840008071383, 0.1932840008071383, 0.1932840008071383, 0.1932840008071383]","[-1.4228005336593659, -0.8001596617461744, 2.190997883484818]",False
random,16,1,native32@F3,native32,f3,0.1949773735465867,"[0.21172217964535567, 0.2626898271993635, 0.5841262448541953, 0.24067023362478165]","[0.1949773735465867, 0.1949773735465867, 0.1949773735465867, 0.1949773735465867]","[-0.07983701989154313, -1.4487402575161052, 1.7716159514855967]",False
random,16,1,native32@F4,native32,f4,0.1769443707036166,"[0.21235395961515674, 0.2198833036808974, 0.552484244482295, 0.2381469414031447]","[0.1769443707036166, 0.1769443707036166, 0.1769443707036166, 0.1769443707036166]","[-1.7813972914421727, -0.3441941666769439, 2.1074250306247904]",False
random,16,1,native32@FC1,native32,fc1,0.195955251857728,"[0.2138387666849401, 0.2641813367098859, 0.581618726748673, 0.23783999293922412]","[0.195955251857728, 0.195955251857728, 0.195955251857728, 0.195955251857728]","[-0.3278536463898134, -1.2110998970327165, 1.842059597253101]",False
random,16,1,native32@FC2,native32,fc2,0.1900518134047963,"[0.20089395499491625, 0.26230061862699383, 0.5730556877127845, 0.22149672793352243]","[0.1900518134047963, 0.1900518134047963, 0.1900518134047963, 0.1900518134047963]","[-1.0680613128464667, -0.7097629400968353, 1.9859946124947352]",False
random,16,1,native32@FC3,native32,fc3,0.1801557795198082,"[0.18106711550873086, 0.2601356052819577, 0.543821916441203, 0.22074915154618202]","[0.1801557795198082, 0.1801557795198082, 0.1801557795198082, 0.1801557795198082]","[0.1174376509369135, -1.4398809629155729, 1.6453359225286606]",False
random,16,1,native32@FC4,native32,fc4,0.1965589449711846,"[0.21862254245365706, 0.2587411204588306, 0.5925507895755131, 0.22829194118429047]","[0.1965589449711846, 0.1965589449711846, 0.1965589449711846, 0.1965589449711846]","[-1.4449367043297974, -0.3597677428173817, 1.9722596986986627]",False
random,16,1,native32@FC5,native32,fc5,0.1930297910229206,"[0.2154505875604351, 0.25159832691081313, 0.5820252066385312, 0.2234123860983917]","[0.1930297910229206, 0.1930297910229206, 0.1930297910229206, 0.1930297910229206]","[0.5706115095893041, -1.3169018122685245, 1.328355394892212]",False
random,16,1,native32@FC6,native32,fc6,0.1790439755974492,"[0.2102444698975411, 0.2523433033269211, 0.48696360872536726, 0.2375628699497031]","[0.1790439755974492, 0.1790439755974492, 0.1790439755974492, 0.1790439755974492]","[-1.5982845838695756, 0.19024819136711246, 1.9451844956827773]",False
random,16,1,native32@Fz,native32,fz,0.194358961908368,"[0.21467371054962142, 0.25771620420555563, 0.5826971885210974, 0.21479324341889008]","[0.194358961908368, 0.194358961908368, 0.194358961908368, 0.194358961908368]","[-1.1112617332741308, -0.9868330085568447, 2.1802356503709905]",False
random,16,1,native32@O1,native32,o1,0.204573295838009,"[0.2245553521882233, 0.26362027939088534, 0.6052040580067992, 0.23680916749223702]","[0.204573295838009, 0.204573295838009, 0.204573295838009, 0.204573295838009]","[-0.2794108533114643, -0.8929755632909583, 1.7920946984216055]",False
random,16,1,native32@O2,native32,o2,0.208105547356873,"[0.21876479481497269, 0.27761893137714494, 0.6140405671493625, 0.23923505771293235]","[0.208105547356873, 0.208105547356873, 0.208105547356873, 0.208105547356873]","[-0.6143949599320309, -0.30151906085514957, 2.1006998410427853]",False
random,16,1,native32@P3,native32,p3,0.1970019807913537,"[0.21252811100145955, 0.2649841487723293, 0.5811918690601707, 0.23836838126191864]","[0.1970019807913537, 0.1970019807913537, 0.1970019807913537, 0.1970019807913537]","[0.32461070353475874, -1.0887274806563307, 1.3114789829960505]",False
random,16,1,native32@P4,native32,p4,0.1966178052934032,"[0.21456826265115012, 0.26175197941561057, 0.5753183110948835, 0.23625960471033522]","[0.1966178052934032, 0.1966178052934032, 0.1966178052934032, 0.1966178052934032]","[-0.670058977913111, 0.002623965440106457, 1.8465472103698015]",False
random,16,1,native32@PO3,native32,po3,0.1967537155671695,"[0.20729413487993847, 0.2689006626747432, 0.5812053818109639, 0.23856361955779337]","[0.1967537155671695, 0.1967537155671695, 0.1967537155671695, 0.1967537155671695]","[0.2499473243002939, -1.0998427478521582, 1.342245213777788]",False
random,16,1,native32@PO4,native32,po4,0.1962616143879925,"[0.2169267707552861, 0.2556181067858217, 0.5772643362612522, 0.23303114147781204]","[0.1962616143879925, 0.1962616143879925, 0.1962616143879925, 0.1962616143879925]","[-0.5996799629123748, 0.13414751122813756, 1.9295660528038625]",False
random,16,1,native32@Pz,native32,pz,0.1999232907849441,"[0.21700079342175094, 0.26750592305881976, 0.5877209062271106, 0.23079389614798712]","[0.1999232907849441, 0.1999232907849441, 0.1999232907849441, 0.1999232907849441]","[-0.32430589231927043, -0.623259859166722, 1.809526056648549]",False
