condition,batch_size,repeat,stress_construction_uses_labels,target_view,montage,held_out_reference,method,target_reference_labels_used,target_unlabeled_logits_used,prior_match_weight,accuracy,balanced_accuracy,nll,ece_15,worst_class_recall,car_anchor_balanced_accuracy,target_bias_rmse,max_class_recall_gap_to_car,mean_class_recall_gap_to_car
random,16,0,False,native16@C4,native16,c4,topology_ridge,False,False,,0.3896882494004796,0.3888026224982746,1.5600653558334463,0.2120537230438961,0.1932367149758454,0.4107660455486542,0.1920810821818436,0.1111111111111111,0.0743443754313319
random,16,0,False,native16@C4,native16,c4,uniform_prior_match,False,True,,0.3992805755395683,0.3982919254658385,1.5091782929210589,0.2033463430522244,0.2077294685990338,0.4107660455486542,0.1845452535815575,0.0966183574879227,0.0672360248447205
random,16,0,False,native16@C4,native16,c4,fixed_topology_shrinkage,False,True,0.1834295049109413,0.39568345323741,0.3947550034506556,1.5481197120756371,0.2056241043836878,0.1932367149758454,0.4107660455486542,0.1625479714574675,0.1111111111111111,0.0660110420979986
random,16,0,False,native16@C4,native16,c4,operator_confusion_shrinkage,False,True,0.1834295049109413,0.39568345323741,0.3947550034506556,1.549760367458634,0.2055660795802368,0.1932367149758454,0.4107660455486542,0.1688178553949156,0.1111111111111111,0.0660110420979986
random,16,0,False,native16@C4,native16,c4,oracle,True,False,,0.3944844124700239,0.3936335403726708,1.505279500940355,0.2060563663151393,0.2125603864734299,0.4107660455486542,0.0,0.0952380952380952,0.064751552795031
random,16,0,False,native16@CP1,native16,cp1,identity,False,False,,0.3741007194244604,0.3745169082125604,1.8638417642242853,0.3450513982669072,0.0333333333333333,0.3570220841959972,1.4457514952717812,0.1904761904761904,0.1127329192546583
random,16,0,False,native16@CP1,native16,cp1,topology_ridge,False,False,,0.4136690647482014,0.413112491373361,1.5101295295157775,0.2292069422805384,0.3285024154589372,0.4107660455486542,0.2163186175882012,0.080952380952381,0.0574534161490683
random,16,0,False,native16@CP1,native16,cp1,uniform_prior_match,False,True,,0.4004796163069544,0.3995169082125604,1.6038583367391115,0.2470771153434741,0.2270531400966183,0.4107660455486542,0.4266480161601128,0.1095238095238095,0.0660110420979986
random,16,0,False,native16@CP1,native16,cp1,fixed_topology_shrinkage,False,True,0.1926600819751851,0.4112709832134292,0.4106452726017944,1.5190600662073772,0.2338967897857162,0.323671497584541,0.4107660455486542,0.1359696562972953,0.0857142857142857,0.052639751552795
random,16,0,False,native16@CP1,native16,cp1,operator_confusion_shrinkage,False,True,0.1926600819751851,0.4064748201438849,0.4058833678398895,1.5181977616281288,0.2376019843528592,0.323671497584541,0.4107660455486542,0.1512411526097467,0.0761904761904761,0.052639751552795
random,16,0,False,native16@CP1,native16,cp1,oracle,True,False,,0.4112709832134292,0.4106970324361628,1.505384793316885,0.2243655309920991,0.3188405797101449,0.4107660455486542,0.0,0.038095238095238,0.0263630089717046
random,16,0,False,native16@CP2,native16,cp2,identity,False,False,,0.3645083932853717,0.3639751552795031,2.0355152520058173,0.3868695683300645,0.0047619047619047,0.3570220841959972,1.5563076743765991,0.1304347826086956,0.0721704623878537
random,16,0,False,native16@CP2,native16,cp2,topology_ridge,False,False,,0.4088729016786571,0.4082643202208419,1.4777068318613624,0.2039779039150183,0.2898550724637681,0.4107660455486542,0.0897723482209206,0.0571428571428571,0.0310731538992408
random,16,0,False,native16@CP2,native16,cp2,uniform_prior_match,False,True,,0.4040767386091127,0.4032091097308489,1.5681854632608625,0.2149968805774466,0.2125603864734299,0.4107660455486542,0.4067236779338141,0.1047619047619047,0.0599378881987577
random,16,0,False,native16@CP2,native16,cp2,fixed_topology_shrinkage,False,True,0.1983850924306374,0.4052757793764988,0.4046411318150448,1.4924460225093814,0.2085404554198371,0.2705314009661835,0.4107660455486542,0.1381756388862063,0.0619047619047619,0.0370772946859903
random,16,0,False,native16@CP2,native16,cp2,operator_confusion_shrinkage,False,True,0.1983850924306374,0.4064748201438849,0.4058488612836439,1.4904741528920642,0.2070911312369273,0.2705314009661835,0.4107660455486542,0.128952111173242,0.0619047619047619,0.0358695652173913
random,16,0,False,native16@CP2,native16,cp2,oracle,True,False,,0.420863309352518,0.4203588681849551,1.468063363952291,0.1895659005657327,0.2898550724637681,0.4107660455486542,0.0,0.038095238095238,0.0263630089717046
random,16,0,False,native16@CP3,native16,cp3,identity,False,False,,0.3633093525179856,0.3638888888888889,1.878718746881128,0.3585295191106649,0.0380952380952381,0.3570220841959972,1.4086326649288847,0.2619047619047618,0.1378191856452726
random,16,0,False,native16@CP3,native16,cp3,topology_ridge,False,False,,0.4112709832134292,0.4106452726017943,1.439696578828792,0.1672096885036993,0.2367149758454106,0.4107660455486542,0.2605278899946444,0.1400966183574879,0.0865942028985507
random,16,0,False,native16@CP3,native16,cp3,uniform_prior_match,False,True,,0.3872901678657074,0.386231884057971,1.513898862781753,0.1894328278861343,0.2125603864734299,0.4107660455486542,0.3652566789425441,0.1111111111111111,0.0769151138716356
random,16,0,False,native16@CP3,native16,cp3,fixed_topology_shrinkage,False,True,0.1821369795430931,0.4100719424460431,0.4093167701863354,1.4419122489396938,0.1670117515741908,0.2463768115942029,0.4107660455486542,0.1568017527233613,0.1304347826086956,0.0661490683229813
