condition,batch_size,repeat,target_view,montage,held_out_reference,stress_construction_uses_labels,true_batch_prior_audit_only,soft_mean_prior,weak_confusion_prior,regularized_confusion_prior,soft_mean_prior_rmse,weak_confusion_prior_rmse,regularized_confusion_prior_rmse,uniform_bias_rmse,fixed_shrinkage_bias_rmse,soft_mean_shrinkage_bias_rmse,weak_confusion_shrinkage_bias_rmse,candidate_bias_rmse,prior_match_weight,candidate_bias,target_reference_labels_used_for_candidate
skew_0.7_class_0,128,3,native16@C1,native16,c1,True,"[0.6953125, 0.1015625, 0.1015625, 0.1015625]","[0.22134753057160683, 0.13998311432468202, 0.3338831082706053, 0.3047862468331058]","[0.29001160467752896, 0.1402968649472568, 0.25988475679676293, 0.30980677357845127]","[0.257978932768214, 0.23429173236385392, 0.2512192783378517, 0.2565100565300805]",0.28345709205912184,0.24197147623867823,0.25262798475658055,0.2895754196301199,0.15600182299038184,0.13649362993863914,0.10559792561724485,0.12642530775632438,0.5158012494071713,"[-1.4009417827060957, -1.4290397548661027, 1.6007990606174587]",False
skew_0.7_class_0,128,3,native16@C2,native16,c2,True,"[0.6953125, 0.1015625, 0.1015625, 0.1015625]","[0.24639239287873893, 0.138360659846025, 0.3297100653159681, 0.2855368819592679]","[0.31940272581935636, 0.12969237615780127, 0.2619989873323405, 0.2889059106905018]","[0.26221339160523205, 0.2321260433635694, 0.2515334473859494, 0.2541271176452492]",0.26869185506948134,0.22524257382535723,0.2501943865103062,0.43244098644538337,0.24217784070812956,0.08914856652122242,0.08663556406358512,0.20322816742216132,0.5167864901474042,"[-2.1037856673105386, -0.9385306610566457, 1.8451860720829378]",False
skew_0.7_class_0,128,3,native16@C3,native16,c3,True,"[0.6953125, 0.1015625, 0.1015625, 0.1015625]","[0.1446901234383999, 0.17908046769070976, 0.310246759664232, 0.3659826492066583]","[0.17418769466953096, 0.20728146991569538, 0.24742339388934914, 0.3711074415254245]","[0.24068980730981504, 0.24619948169230021, 0.2495415818417695, 0.2635691291561154]",0.32506198348288995,0.30687026542127677,0.26255742502126717,0.10663486003635135,0.19421327092031546,0.3165755537837631,0.27113125823620365,0.20129995336102768,0.4905989808444757,"[-0.7388744478591294, -1.7017014202696679, 1.3677694526719892]",False
skew_0.7_class_0,128,3,native16@C4,native16,c4,True,"[0.6953125, 0.1015625, 0.1015625, 0.1015625]","[0.26880973149568094, 0.09081597397973719, 0.35118186714387, 0.28919242738071177]","[0.3704539401676492, 0.06782653038119538, 0.2674321318734485, 0.294287397577707]","[0.27056797146825456, 0.22254430978195633, 0.2522950491320492, 0.2545926696177399]",0.264355308943073,0.2069582207032623,0.24555195325880227,0.366580587926973,0.06475097693594,0.38819899271997843,0.4739881385668419,0.07925761947618434,0.48947150745059476,"[-2.2453594417257503, -0.4293058937260039, 1.7203983945410264]",False
skew_0.7_class_0,128,3,native16@CP1,native16,cp1,True,"[0.6953125, 0.1015625, 0.1015625, 0.1015625]","[0.20975769599160252, 0.15145289456094052, 0.34547719768626156, 0.2933122117611956]","[0.27725429911787935, 0.1611081778006435, 0.2610300440816301, 0.3006074789998472]","[0.25578771753864016, 0.23740459462963492, 0.25127747583851445, 0.25553021199321047]",0.28918629413967806,0.24666128007350982,0.2538482516178827,0.3596645749233655,0.26606248145234984,0.29556036702591254,0.13764408289923816,0.24254439708605147,0.5122288679786612,"[-1.1892883937574414, -1.3113625095603758, 1.5058297975854513]",False
skew_0.7_class_0,128,3,native16@CP2,native16,cp2,True,"[0.6953125, 0.1015625, 0.1015625, 0.1015625]","[0.22715973051993235, 0.1358691939679234, 0.353871484961205, 0.28309959055093914]","[0.3068766758122765, 0.1381260664992584, 0.2642527248915013, 0.2907445327969637]","[0.260342611436888, 0.23357529349169254, 0.25171524815960045, 0.25436684691181893]",0.2814957832547051,0.23155843469628806,0.2512574366148762,0.2583922053109913,0.13550374776989213,0.18917922387190558,0.12313592271381886,0.10104488509472023,0.5151518299825409,"[-1.69902002502565, -0.8261338347285612, 1.7450964232455037]",False
skew_0.7_class_0,128,3,native16@CP3,native16,cp3,True,"[0.6953125, 0.1015625, 0.1015625, 0.1015625]","[0.20994612365879053, 0.16484383833029712, 0.3451983209732783, 0.2800117170376343]","[0.2732902769390974, 0.17795708949289013, 0.2613607997019824, 0.28739183386603007]","[0.2548708607130318, 0.23976287290053622, 0.25128398591061996, 0.25408228047581205]",0.28757067974071093,0.2469852869979255,0.2543457231148742,0.3862161338442816,0.2822828646009592,0.3206129488296378,0.16114495110030694,0.26199789794787287,0.5045851515796478,"[-0.8267917601409002, -1.4705559304764881, 1.2507454160532625]",False
skew_0.7_class_0,128,3,native16@CP4,native16,cp4,True,"[0.6953125, 0.1015625, 0.1015625, 0.1015625]","[0.23841783236060676, 0.12261298188341165, 0.34266360130183415, 0.29630558445414745]","[0.3199356630007323, 0.11524311817352066, 0.263093447645192, 0.3017277711805551]","[0.2626216129109646, 0.2301772020089069, 0.25165837303617006, 0.2555428120439584]",0.27624738464667314,0.2276254115334684,0.2500009264694739,0.24884872540316536,0.0719547609524584,0.2466461378404522,0.2601211158630355,0.029568252929683632,0.5130942540814633,"[-1.9035712762502797, -0.3806698056493656, 1.7976795808656942]",False
skew_0.7_class_0,128,3,native16@CPz,native16,cpz,True,"[0.6953125, 0.1015625, 0.1015625, 0.1015625]","[0.2285053005317621, 0.12630846357622802, 0.3322015571363234, 0.31298467875568675]","[0.30222521132742375, 0.12040438013582051, 0.2600395519450921, 0.3173308565916637]","[0.26008507403445746, 0.23131653287289666, 0.2512900969104578, 0.25730829618218803]",0.2812539050996577,0.23798297873087726,0.2514627843560438,0.258012942837873,0.101032539962132,0.2133868157414336,0.22241385454855056,0.07236408564844496,0.5128096952624009,"[-1.4899007623367826, -0.9938176605957096, 1.701323448773316]",False
skew_0.7_class_0,128,3,native16@Cz,native16,cz,True,"[0.6953125, 0.1015625, 0.1015625, 0.1015625]","[0.22082022329033274, 0.14866652052344154, 0.3490404563279533, 0.2814727998582724]","[0.2931643857574605, 0.1550977244976642, 0.2629343586460207, 0.28880353109885465]","[0.25809154694923575, 0.23619652290848525, 0.2515246331741176, 0.25418729696816134]",0.2832731739284317,0.23753379051236026,0.2525229949662235,0.31492081774144326,0.2164339828455631,0.16041005669754602,0.03068948059949316,0.18858134914002705,0.5115125758975229,"[-1.731578068188164, -1.196619032996567, 1.7203445244376623]",False
skew_0.7_class_0,128,3,native16@FC1,native16,fc1,True,"[0.6953125, 0.1015625, 0.1015625, 0.1015625]","[0.19798009763649238, 0.12819070993847964, 0.33185067356571263, 0.34197851885931563]","[0.2641209554017466, 0.13190437219790463, 0.25642799874704214, 0.3475466736533066]","[0.2546400664885191, 0.2338225198905512, 0.25079669285353556, 0.2607407207673943]",0.2995334225982053,0.26045072169777705,0.2546043287150177,0.28503358903706655,0.15909093779734373,0.21028316087562232,0.1197818793519866,0.13233905899851997,0.5145001050221327,"[-1.426325575263381, -1.4002049363885665, 1.729330401305491]",False
skew_0.7_class_0,128,3,native16@FC2,native16,fc2,True,"[0.6953125, 0.1015625, 0.1015625, 0.1015625]","[0.3004012035486381, 0.10679434425869802, 0.3299837810955334, 0.26282067109713064]","[0.39526893205638547, 0.07347370889329136, 0.26756083227143734, 0.2636965267788859]","[0.2737995564103299, 0.22267107385002624, 0.25238006334144536, 0.2511493063981986]",0.24195184627429422,0.19016966885297834,0.2436506712151019,0.43426402003667686,0.22447968721073538,0.2038095332266346,0.40477458174698444,0.19766702624202032,0.5038166047471974,"[-2.4376669899496113, -0.9606373101297094, 2.0352947378268538]",False
skew_0.7_class_0,128,3,native16@FC3,native16,fc3,True,"[0.6953125, 0.1015625, 0.1015625, 0.1015625]","[0.1472555015956701, 0.14878753777619227, 0.343632578558661, 0.3603243820694764]","[0.20073944371291835, 0.1761218636666106, 0.2532453974823269, 0.3698932951381442]","[0.2450335701006459, 0.24135399554767525, 0.25023986812197807, 0.26337256622970084]",0.32716674351103453,0.29375615896676005,0.26008663665387616,0.24468834436485354,0.3197993679657445,0.5490502777855704,0.39679261241807207,0.32567430074142417,0.49248109517918504,"[-0.7628712540182256, -1.5497649431382226, 1.3819971147143466]",False
skew_0.7_class_0,128,3,native16@FC4,native16,fc4,True,"[0.6953125, 0.1015625, 0.1015625, 0.1015625]","[0.22370279924502356, 0.12065520999717462, 0.3330006719206838, 0.322641318837118]","[0.2984044025776443, 0.11487794631182789, 0.25947291603869455, 0.3272447350718333]","[0.25968932272513295, 0.2306727509372027, 0.2512257492138599, 0.25841217712380443]",0.28514019051233286,0.24165135507092095,0.25171309007241227,0.3350253982173303,0.13925003717111878,0.3300494190101519,0.28304505960907117,0.12518020829395174,0.5181107940761368,"[-2.475599873148103, -0.4903731933281881, 1.8799305603879517]",False
skew_0.7_class_0,128,3,native16@Fz,native16,fz,True,"[0.6953125, 0.1015625, 0.1015625, 0.1015625]","[0.1844351329150995, 0.12787610078078473, 0.3316316952420362, 0.3560570710620794]","[0.24753604895644643, 0.13553473072433986, 0.25478238960611244, 0.3621468307131013]","[0.2523008209636325, 0.2347289810930368, 0.25057568233667094, 0.26239451560665983]",0.3079721623316954,0.2706651023652901,0.25596119100535847,0.271129747636169,0.19208425457359377,0.3891719067200882,0.2741139153270492,0.18704574235668378,0.5123166234821035,"[-1.9802021207812273, -1.0903232373927547, 1.9498628153538962]",False
skew_0.7_class_0,128,3,native16@Pz,native16,pz,True,"[0.6953125, 0.1015625, 0.1015625, 0.1015625]","[0.19778022721620825, 0.12026913082174877, 0.3219342483265062, 0.36001639363553656]","[0.2620731129952004, 0.11954545140670572, 0.25430818238746866, 0.3640732532106252]","[0.254628267251787, 0.2322173965118281, 0.2505866838209953, 0.26256765241538954]",0.3013512996047789,0.26469930677696046,0.2546586742304365,0.31485618536439597,0.16993901514029697,0.33324416215818753,0.25603541717253253,0.15441576228557038,0.5154426503251877,"[-1.3206038298182374, -0.7655835487919187, 1.6518138126137578]",False
skew_0.7_class_0,128,3,native32@C1,native32,c1,True,"[0.6953125, 0.1015625, 0.1015625, 0.1015625]","[0.31868643456246104, 0.12348137364288096, 0.4644579462632558, 0.09337424553140208]","[0.4451588456281318, 0.1323114734784255, 0.3933804982363751, 0.02914918265706754]","[0.2870440348168011, 0.22727952734247356, 0.26613669039203613, 0.21953974744868926]",0.2617669682267914,0.1961656078348536,0.23637428248734915,0.7597789896222654,0.39498288268967086,0.35131413680965395,0.4357241904554484,0.2906914741131492,0.5158012494071713,"[-0.9584779557037155, -0.4547120383023145, 1.5550537482687976]",False
skew_0.7_class_0,128,3,native32@C2,native32,c2,True,"[0.6953125, 0.1015625, 0.1015625, 0.1015625]","[0.3453168650796455, 0.11480906319198984, 0.450540819701008, 0.08933325202735674]","[0.480113980065489, 0.1106610490828076, 0.3866037238487887, 0.02262124700291464]","[0.2933360295000135, 0.22260699326573125, 0.26542498245795554, 0.21863199477629977]",0.24728922238293,0.18294357551946275,0.2328051932142226,0.7643047416282421,0.3420838309075792,0.2713415051999008,0.4490451573939266,0.22852723961102897,0.5167864901474042,"[-1.658429864931776, 0.017638410241638314, 1.7741529949782573]",False
skew_0.7_class_0,128,3,native32@C3,native32,c3,True,"[0.6953125, 0.1015625, 0.1015625, 0.1015625]","[0.26813844774983975, 0.17523548983307005, 0.47593103762799754, 0.08069502478909264]","[0.3699128929193804, 0.21762910134429986, 0.4043193896864713, 0.00813861604984859]","[0.27225233051075537, 0.24360100845909866, 0.26767517614033653, 0.21647148488980947]",0.28657138457728537,0.23438542861107844,0.24492465212615117,0.6256423615021932,0.487700301109941,0.4829487472777169,0.6205397513821082,0.44407147340613773,0.4905989808444757,"[-0.3684876619853679, -0.8505750643107537, 1.2661831078929617]",False
skew_0.7_class_0,128,3,native32@C4,native32,c4,True,"[0.6953125, 0.1015625, 0.1015625, 0.1015625]","[0.3653902010220706, 0.09711224583740925, 0.45112212944918356, 0.08637542369133656]","[0.5115291029385993, 0.08233042433430177, 0.38670314502747943, 0.019437327699619637]","[0.29933620332747357, 0.2170562223087502, 0.26537697824217343, 0.21823059612160284]",0.2404636718677322,0.17478268016446438,0.22944642912541396,0.6463515014233862,0.15650532748971754,0.4470742714636299,0.6552838124611917,0.06902079045115665,0.48947150745059476,"[-1.8565207020592989, 0.39224597212614365, 1.7393046104934837]",False
skew_0.7_class_0,128,3,native32@C5,native32,c5,True,"[0.6953125, 0.1015625, 0.1015625, 0.1015625]","[0.35457850236282823, 0.12864545252223145, 0.41635436908869955, 0.10042167602624076]","[0.480135476288278, 0.117345249020469, 0.36723253447081344, 0.03528674022043954]","[0.2929158379232643, 0.22339343178890003, 0.26334998260540915, 0.22034074768242637]",0.23234046450566123,0.17430095399205311,0.2329427565097022,0.5798324044235295,0.23302213010560296,0.23009032084210548,0.46579914212897816,0.1572555979068426,0.5036928550491309,"[0.03263489659033669, -0.8456245898524782, 1.0684020513222106]",False
skew_0.7_class_0,128,3,native32@C6,native32,c6,True,"[0.6953125, 0.1015625, 0.1015625, 0.1015625]","[0.27725784450296576, 0.15690248728680473, 0.48983301553139974, 0.07600665267882974]","[0.3900748705686574, 0.19474465497538862, 0.41165043404991536, 0.0035300404060385907]","[0.27633055046663385, 0.23938500425097717, 0.2683995986233788, 0.21588484665901017]",0.2868968907721769,0.22782548935759434,0.2426134441531841,0.5912481397075585,0.3738245420871312,0.42653453374429523,0.6602628005667096,0.3121339413819679,0.5170459012812614,"[-1.8759086472504236, 0.8372060505842877, 1.5724965826362542]",False
skew_0.7_class_0,128,3,native32@CP1,native32,cp1,True,"[0.6953125, 0.1015625, 0.1015625, 0.1015625]","[0.3113002777879169, 0.1266695107452828, 0.46684451059909193, 0.09518570086770833]","[0.4348609038291449, 0.13894234546803874, 0.3943898270852804, 0.03180692361753605]","[0.285171538591242, 0.2286818077223957, 0.26623967981586205, 0.21990697387050032]",0.265314605530545,0.19990370851957714,0.2374336300257994,0.8219869716860657,0.49561015028094835,0.420292169927633,0.4166567704198275,0.407736717564838,0.5122288679786612,"[-0.8050133070964223, -0.36090183162554196, 1.5090572080437297]",False
skew_0.7_class_0,128,3,native32@CP2,native32,cp2,True,"[0.6953125, 0.1015625, 0.1015625, 0.1015625]","[0.3376532638614144, 0.10728438231377023, 0.4602290243511153, 0.09483332947370021]","[0.4730921662547809, 0.10478358228321613, 0.3901441221396774, 0.03198012932232554]","[0.2924150927889241, 0.22191014355865715, 0.2657008678063917, 0.21997389584602717]",0.25329815759225843,0.18541393626613173,0.2333305265604353,0.8025037368661101,0.38502550781694683,0.31885550655970796,0.41583889900098664,0.2742526500175934,0.5151518299825409,"[-1.37207171309377, 0.20074130118087063, 1.7065881168247097]",False
skew_0.7_class_0,128,3,native32@CP3,native32,cp3,True,"[0.6953125, 0.1015625, 0.1015625, 0.1015625]","[0.2946984642045218, 0.1492244942703824, 0.48804275583412077, 0.06803428569097475]","[0.41315094502538735, 0.17745404050508207, 0.40939501446953064, 0.0]","[0.28097661490916936, 0.2362374863371444, 0.26848200651778187, 0.21430389223590438]",0.2798456720580694,0.21820315499369483,0.23999183361019907,0.7707891646761351,0.5361113150255788,0.5047842632616654,1.0717120406315903,0.47055079931614596,0.5045851515796478,"[-0.34453788024812626, -0.6799044294351843, 1.1626500495370968]",False
skew_0.7_class_0,128,3,native32@CP4,native32,cp4,True,"[0.6953125, 0.1015625, 0.1015625, 0.1015625]","[0.34403731385688524, 0.11536636770497773, 0.4445020743438342, 0.09609424409430274]","[0.4760382814796444, 0.10981154846971869, 0.3821041359965633, 0.032046034054073615]","[0.2926487635070137, 0.2225178623757791, 0.264886135671741, 0.21994723844546626]",0.24557191239903478,0.18144240013955376,0.2331618754426773,0.7036936020277467,0.29765870630188723,0.29952123805231556,0.4319277249284839,0.18598930567906657,0.5130942540814633,"[-1.5548699337730678, 0.5377207724772767, 1.7530605447355516]",False
skew_0.7_class_0,128,3,native32@CP5,native32,cp5,True,"[0.6953125, 0.1015625, 0.1015625, 0.1015625]","[0.3469233023656029, 0.1289756978066063, 0.42702005863091824, 0.09708094119687247]","[0.47267405432597603, 0.12264572923100564, 0.3734648899813308, 0.03121532646168741]","[0.29160480011220513, 0.22457685318179155, 0.2640393116588249, 0.21977903504717858]",0.23878296802830526,0.17950767013510985,0.23371259140384718,0.6013195236733333,0.30902591318198974,0.2198305969121317,0.4629555106531353,0.23846789966122559,0.5048478055546486,"[0.1282693283116717, -0.7283918843540209, 0.9333000469327849]",False
skew_0.7_class_0,128,3,native32@CP6,native32,cp6,True,"[0.6953125, 0.1015625, 0.1015625, 0.1015625]","[0.3000535680902087, 0.16776870797569257, 0.42866134309173437, 0.10351638084236423]","[0.4006440479494696, 0.1862276121444623, 0.37476797302887666, 0.038360366877191514]","[0.2779072386071369, 0.23710332356573538, 0.2643044008377014, 0.22068503698942618]",0.2586553479203972,0.207745889232793,0.24149201446341223,0.6464155443579354,0.44468208122953756,0.2859239207715842,0.3622441979967426,0.38428699450267517,0.5049772634418144,"[-1.5940262160628638, 0.9303326557063233, 1.6747908870083377]",False
skew_0.7_class_0,128,3,native32@CPz,native32,cpz,True,"[0.6953125, 0.1015625, 0.1015625, 0.1015625]","[0.32154800819874246, 0.120583061713862, 0.465428171234167, 0.09244075885322847]","[0.44999056373875923, 0.1280285879623976, 0.39394296269547285, 0.02803788560337037]","[0.28797063774868803, 0.22644655234032793, 0.26619071665529165, 0.21939209325569242]",0.26102830783441994,0.19479188260242616,0.23585465971505212,0.7386189444239399,0.3570678669246881,0.2895113156076279,0.3835574073342872,0.2525519540224412,0.5128096952624009,"[-1.097485195904452, -0.07194456763857443, 1.6213847878458285]",False
skew_0.7_class_0,128,3,native32@Cz,native32,cz,True,"[0.6953125, 0.1015625, 0.1015625, 0.1015625]","[0.31310102799850387, 0.13227560671934394, 0.47130083393383143, 0.0833225313483207]","[0.43851129896750635, 0.14772978433861209, 0.39940534188432725, 0.014353574809554348]","[0.28554784024309254, 0.23008761434258426, 0.26691663003057287, 0.21744791538375016]",0.266490166934206,0.2027276683691317,0.23727473486409187,0.7408151193964433,0.42105216394757033,0.329918581349842,0.46935833979821495,0.333284974134451,0.5115125758975229,"[-1.3016304615565328, -0.23822732156502785, 1.6675978491659875]",False
skew_0.7_class_0,128,3,native32@F1,native32,f1,True,"[0.6953125, 0.1015625, 0.1015625, 0.1015625]","[0.3219704088681452, 0.12630837476130427, 0.4701167455679199, 0.08160447080263082]","[0.4516919490177139, 0.1373285121844933, 0.3988723643858695, 0.012107174411923364]","[0.28801261068265543, 0.2279921788257821, 0.2668485779957592, 0.2171466324958033]",0.26278661980016693,0.19813227351046753,0.2358796529959394,0.6742357436481414,0.33716750115047295,0.29827472829998875,0.5279834705689307,0.2472112191986062,0.5120052450383625,"[-1.3508040772390657, -0.6319987708100312, 1.9270530607001046]",False
skew_0.7_class_0,128,3,native32@F2,native32,f2,True,"[0.6953125, 0.1015625, 0.1015625, 0.1015625]","[0.31499970054268844, 0.15546633744710245, 0.43264670137245986, 0.09688726063774912]","[0.4252075999183924, 0.1674478063075141, 0.3776369937528723, 0.029707600021221223]","[0.2825247059832443, 0.23335754606256837, 0.2646118786373147, 0.2195058693168727]",0.2535656006757003,0.1991719002439822,0.23888252096777857,0.6633566509869387,0.393148447254085,0.17103499696585137,0.31850918225331776,0.31493329311512347,0.5093127863246478,"[-2.193449737480845, -0.33223135108418184, 2.153169954962175]",False
skew_0.7_class_0,128,3,native32@F3,native32,f3,True,"[0.6953125, 0.1015625, 0.1015625, 0.1015625]","[0.3662190108322796, 0.10659739880896067, 0.44802544612215217, 0.0791581442366075]","[0.5106788433688, 0.0943356167027305, 0.3870233335879286, 0.007962206340540868]","[0.2988270758638491, 0.21904642010418973, 0.2655332793799692, 0.21659322465199202]",0.23919991796163673,0.1763453412264216,0.22973987852564257,0.7459401633098917,0.2658076242218317,0.3384932286088692,0.6720036526759217,0.13116296780839842,0.5141611514003821,"[-0.9054176121606851, -0.7978961517880248, 1.7920921702610704]",False
skew_0.7_class_0,128,3,native32@F4,native32,f4,True,"[0.6953125, 0.1015625, 0.1015625, 0.1015625]","[0.2605736712640956, 0.21375826946201992, 0.40694075063477037, 0.11872730863911408]","[0.33041254857394553, 0.2510379573258771, 0.3624824664546179, 0.0560670276455595]","[0.26431321705429406, 0.24956387559492316, 0.2630909101048345, 0.22303199724594833]",0.2716322175811491,0.237509975471005,0.2492544157632324,0.6240107386120729,0.5546843357230253,0.4521902391228608,0.46001009011527744,0.5262293744514002,0.48332976293170893,"[-2.4656456511496914, -0.024327523124921938, 2.1506073221078896]",False
skew_0.7_class_0,128,3,native32@FC1,native32,fc1,True,"[0.6953125, 0.1015625, 0.1015625, 0.1015625]","[0.30803843707489703, 0.1278841206263545, 0.47111077924730727, 0.09296666305144115]","[0.4314735558195073, 0.14260126057652742, 0.3971146601284088, 0.02881052347555647]","[0.284536144016205, 0.2294219280604571, 0.26655432971697446, 0.2194875982063635]",0.2680083238606622,0.20244696699427014,0.2378097352084268,0.7803053685873981,0.43006061796430256,0.3447752270977211,0.38572031118722677,0.32813568968461737,0.5145001050221327,"[-1.0944282821825506, -0.48925331702369534, 1.731136795335222]",False
skew_0.7_class_0,128,3,native32@FC2,native32,fc2,True,"[0.6953125, 0.1015625, 0.1015625, 0.1015625]","[0.34887033323489514, 0.11327553837191873, 0.4544783242777143, 0.0833758041154717]","[0.48687423017164, 0.10905180726457694, 0.3898036443049426, 0.014270318258840467]","[0.29452267067232757, 0.222195073834365, 0.26581439860983586, 0.21746785688347153]",0.24750742671363296,0.1831703335120741,0.23216235865963986,0.7387769293792139,0.29889025826679444,0.2807771838794206,0.5111231289714465,0.18276602439207076,0.5038166047471974,"[-1.8682074260704242, -0.058522462839458333, 1.897426488681299]",False
skew_0.7_class_0,128,3,native32@FC3,native32,fc3,True,"[0.6953125, 0.1015625, 0.1015625, 0.1015625]","[0.29945350205516763, 0.1561559722668981, 0.4464025550172215, 0.09798797066071287]","[0.4072462174073419, 0.17578197099908688, 0.38457063494068877, 0.032401176652882495]","[0.2794169792397519, 0.235357057552634, 0.2653303531745371, 0.21989561003307712]",0.2639186589994733,0.20818717907922976,0.2406723407885917,0.6895614570790676,0.3952920537755047,0.3297167794919562,0.320758224767954,0.3177451034773167,0.49248109517918504,"[-0.6364513484149528, -0.8346717514746385, 1.6203404815295257]",False
skew_0.7_class_0,128,3,native32@FC4,native32,fc4,True,"[0.6953125, 0.1015625, 0.1015625, 0.1015625]","[0.33680766445883964, 0.11993302252023566, 0.4587259590707461, 0.08453335395017884]","[0.47003291078612985, 0.12199851651288542, 0.3920717279682685, 0.015896844732716273]","[0.29140170219395845, 0.22484135064690822, 0.26607353681181606, 0.21768341034731734]",0.25333718712154535,0.18901239384917165,0.23392816988016005,0.6476412506001589,0.26242088205249764,0.3248259647097892,0.4924548899194998,0.1587609158466067,0.5181107940761368,"[-2.172525470285499, 0.24648365776759584, 1.8996789536776983]",False
skew_0.7_class_0,128,3,native32@FC5,native32,fc5,True,"[0.6953125, 0.1015625, 0.1015625, 0.1015625]","[0.33520843958642366, 0.08338152557793929, 0.47490510318313983, 0.10650493165249736]","[0.4771534064859101, 0.07673699342122728, 0.3942438985986443, 0.05186570149421831]","[0.2939962992235407, 0.2172755642807621, 0.2658887440521457, 0.22283939244355155]",0.25952582200018326,0.18462249912129133,0.23246258052423477,0.6294582155407966,0.21385779762124893,0.44572099108996044,0.4871891530826487,0.13433071666995233,0.5074485962752081,"[0.053872637592668526, -0.6743015163755519, 1.2062141128988304]",False
skew_0.7_class_0,128,3,native32@FC6,native32,fc6,True,"[0.6953125, 0.1015625, 0.1015625, 0.1015625]","[0.22557283622181673, 0.14172617244976388, 0.5613108408415008, 0.0713901504869185]","[0.3412795464339184, 0.2062657061134602, 0.4489510890619147, 0.003503658390706753]","[0.26843973948557337, 0.24329145235496638, 0.27227908051212135, 0.2159897276473389]",0.3296010390960354,0.25816489972948753,0.2472575534203409,0.40856673457968884,0.3915319070571565,0.6725930284114334,0.7235537364969458,0.37667388055557394,0.4787569149170778,"[-2.0599434776726504, 0.7420515412039516, 1.6369202499063125]",False
skew_0.7_class_0,128,3,native32@Fz,native32,fz,True,"[0.6953125, 0.1015625, 0.1015625, 0.1015625]","[0.32584734314141084, 0.1356702306539213, 0.4686312876168042, 0.06985113858786311]","[0.4539236281251618, 0.14708660101459578, 0.39898977086024245, 0.0]","[0.2883542498194982, 0.22981561509170936, 0.2672363650640229, 0.2145937700247696]",0.2614445183533134,0.19944858616684666,0.2357370232321217,0.7076213120678506,0.3893392080490926,0.29670476606117685,1.0120615373483064,0.30442735105442553,0.5123166234821035,"[-1.8542029236035487, -0.46758855118077036, 2.0326262303498432]",False
skew_0.7_class_0,128,3,native32@O1,native32,o1,True,"[0.6953125, 0.1015625, 0.1015625, 0.1015625]","[0.3148282206229597, 0.1147477646984571, 0.4899593204831578, 0.08046469419542573]","[0.449450460898543, 0.12891447592740551, 0.4088606468391055, 0.012774416334945814]","[0.28802089572243167, 0.22684143059241133, 0.2678486505664753, 0.21728902311868167]",0.2721393694549853,0.20218292936714566,0.23591575476678575,0.6970130226283636,0.34430559951149925,0.45447977147742985,0.5586050793146788,0.25617301657011254,0.5183585759407072,"[-0.923539384508577, -0.22421092358814793, 1.6613397832195935]",False
skew_0.7_class_0,128,3,native32@O2,native32,o2,True,"[0.6953125, 0.1015625, 0.1015625, 0.1015625]","[0.31479694001702274, 0.12851734127022565, 0.4688104001492565, 0.08787531856349483]","[0.4404938354456691, 0.14141352242175032, 0.39700239979274704, 0.021090242339833535]","[0.2860408732794841, 0.22896012977456828, 0.26659864766103875, 0.21840034928490878]",0.26484760427308757,0.20017565688401281,0.236971218490218,0.6939293158912602,0.37849739018053136,0.3776592748898879,0.4629761354387289,0.2899804357396975,0.5268968892496471,"[-1.1881677021712913, 0.3285621884830543, 1.9738184372022973]",False
skew_0.7_class_0,128,3,native32@P3,native32,p3,True,"[0.6953125, 0.1015625, 0.1015625, 0.1015625]","[0.33935792633823963, 0.10999813496537252, 0.45501150372747196, 0.09563243496891607]","[0.4734607633498822, 0.10657917239999606, 0.38739969838165544, 0.032560365868466314]","[0.2923886396766765, 0.2221493293830994, 0.265418704786284, 0.22004332615394004]",0.25086658922383925,0.18419253415246103,0.2333320502264973,0.7031256699655012,0.310757773200731,0.2628078763178824,0.4145289872058,0.20472216736019502,0.5135716965547377,"[-0.36946308021996016, -0.4559159758977758, 1.2326831120397943]",False
skew_0.7_class_0,128,3,native32@P4,native32,p4,True,"[0.6953125, 0.1015625, 0.1015625, 0.1015625]","[0.3056615945518022, 0.15084163326121502, 0.43749255440777396, 0.10600421777920897]","[0.4137180022757684, 0.16441514935422466, 0.37805435168275425, 0.04381249668725275]","[0.2807527963471408, 0.2332079225858321, 0.264537600116031, 0.22150168095099618]",0.25842067999814616,0.20188407788195425,0.23986275011221253,0.685107806635293,0.44765356265430367,0.2649832471079751,0.30271638504365694,0.3728478910055802,0.5090672282176574,"[-1.2590969491627741, 0.5430028996972907, 1.8471128065079665]",False
skew_0.7_class_0,128,3,native32@PO3,native32,po3,True,"[0.6953125, 0.1015625, 0.1015625, 0.1015625]","[0.3687123692264387, 0.10172777340148423, 0.42636761867933, 0.10319223869274702]","[0.5071362715730152, 0.08036471164549708, 0.370614553786306, 0.041884462995181775]","[0.2985032604207108, 0.21661218024501908, 0.26353993793438074, 0.2213446213998894]",0.2303088653879312,0.16719009758617942,0.22982517733421792,0.7477363633372157,0.2658292177372421,0.3061051847655999,0.5251918711458987,0.14389556521566724,0.5094557048166165,"[-0.5089780204850172, -0.4269405391035318, 1.3191570879828154]",False
