probe_seed,test_view,true_class,predicted_class,car_fraction,shifted_fraction,fraction_change
42,pz,both_fists,both_feet,0.22444444444444445,0.4022222222222222,0.17777777777777776
42,pz,both_feet,left_fist,0.16556291390728478,0.06181015452538632,-0.10375275938189846
42,pz,both_feet,right_fist,0.05518763796909492,0.033112582781456956,-0.022075055187637964
42,pz,both_feet,both_fists,0.1456953642384106,0.09933774834437085,-0.046357615894039736
42,pz,both_feet,both_feet,0.6335540838852097,0.8057395143487859,0.17218543046357615
42,fcz,left_fist,left_fist,0.6851441241685144,0.5742793791574279,-0.11086474501108656
42,fcz,left_fist,right_fist,0.04212860310421286,0.0598669623059867,0.017738359201773836
42,fcz,left_fist,both_fists,0.12416851441241686,0.21729490022172948,0.09312638580931262
42,fcz,left_fist,both_feet,0.14855875831485588,0.14855875831485588,0.0
42,fcz,right_fist,left_fist,0.10467706013363029,0.051224944320712694,-0.053452115812917596
42,fcz,right_fist,right_fist,0.5701559020044543,0.5857461024498887,0.015590200445434355
42,fcz,right_fist,both_fists,0.1447661469933185,0.2026726057906459,0.05790645879732739
42,fcz,right_fist,both_feet,0.18040089086859687,0.1603563474387528,-0.020044543429844075
42,fcz,both_fists,left_fist,0.17777777777777778,0.09111111111111111,-0.08666666666666667
42,fcz,both_fists,right_fist,0.13333333333333333,0.16444444444444445,0.031111111111111117
42,fcz,both_fists,both_fists,0.46444444444444444,0.5488888888888889,0.08444444444444443
42,fcz,both_fists,both_feet,0.22444444444444445,0.19555555555555557,-0.02888888888888888
42,fcz,both_feet,left_fist,0.16556291390728478,0.08609271523178808,-0.0794701986754967
42,fcz,both_feet,right_fist,0.05518763796909492,0.10375275938189846,0.04856512141280354
42,fcz,both_feet,both_fists,0.1456953642384106,0.20750551876379691,0.061810154525386324
42,fcz,both_feet,both_feet,0.6335540838852097,0.6026490066225165,-0.030905077262693204
42,random_linear,left_fist,left_fist,0.6851441241685144,0.7028824833702882,0.0177383592017738
42,random_linear,left_fist,right_fist,0.04212860310421286,0.03991130820399113,-0.002217294900221732
42,random_linear,left_fist,both_fists,0.12416851441241686,0.11751662971175167,-0.006651884700665189
42,random_linear,left_fist,both_feet,0.14855875831485588,0.13968957871396895,-0.008869179600886928
42,random_linear,right_fist,left_fist,0.10467706013363029,0.11804008908685969,0.013363028953229397
42,random_linear,right_fist,right_fist,0.5701559020044543,0.5857461024498887,0.015590200445434355
42,random_linear,right_fist,both_fists,0.1447661469933185,0.1291759465478842,-0.015590200445434299
42,random_linear,right_fist,both_feet,0.18040089086859687,0.16703786191536749,-0.013363028953229383
42,random_linear,both_fists,left_fist,0.17777777777777778,0.22444444444444445,0.04666666666666666
42,random_linear,both_fists,right_fist,0.13333333333333333,0.14,0.006666666666666682
42,random_linear,both_fists,both_fists,0.46444444444444444,0.44,-0.024444444444444435
42,random_linear,both_fists,both_feet,0.22444444444444445,0.19555555555555557,-0.02888888888888888
42,random_linear,both_feet,left_fist,0.16556291390728478,0.18322295805739514,0.017660044150110354
42,random_linear,both_feet,right_fist,0.05518763796909492,0.06622516556291391,0.011037527593818992
42,random_linear,both_feet,both_fists,0.1456953642384106,0.1390728476821192,-0.006622516556291397
42,random_linear,both_feet,both_feet,0.6335540838852097,0.6114790286975718,-0.02207505518763797
